,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact,Season
821,1,STL,,Colton Parayko , Patrik Berglund,Dmitrij Jaskin,6,00:08:53,00:08:53,LAK,2018-03-10,2,2,533.0,STL,0.0,2.0,Insurance Goal,2018
822,2,LAK,,Drew Doughty , Anze Kopitar,Jake Muzzin,9,00:33:13,00:13:13,LAK,2018-03-10,3,1,1993.0,STL,1.0,2.0,Go-Ahead Goal,2018
823,2,STL,,Alex Pietrangelo , Kyle Brodziak,Jaden Schwartz,12,00:37:08,00:17:08,LAK,2018-03-10,4,3,2228.0,STL,1.0,3.0,Insurance Goal,2018
824,2,STL,,Ivan Barbashev , Vladimir Sobotka,Alex Pietrangelo,6,00:39:34,00:19:34,LAK,2018-03-10,5,4,2374.0,STL,1.0,4.0,Insurance Goal,2018
825,3,STL,,Vladimir Tarasenko , Jaden Schwartz,,27,00:40:26,00:00:26,LAK,2018-03-10,6,5,2426.0,STL,1.0,5.0,Insurance Goal,2018
826,3,STL,,Kyle Brodziak , Alex Steen,Chris Thorburn,10,00:40:58,00:00:58,LAK,2018-03-10,7,6,2458.0,STL,1.0,6.0,Insurance Goal,2018
827,3,STL,,Jaden Schwartz , Vladimir Tarasenko,Vince Dunn,20,00:52:11,00:12:11,LAK,2018-03-10,8,7,3131.0,STL,1.0,7.0,Insurance Goal,2018
828,3,LAK,PP,Dustin Brown , Jeff Carter,Anze Kopitar,20,00:59:45,00:19:45,LAK,2018-03-10,9,2,3585.0,STL,2.0,7.0,Lead Shrink,2018
829,1,STL,,Robert Bortuzzo , Alex Pietrangelo,Brayden Schenn,3,00:17:30,00:17:30,ANA,2018-03-12,1,1,1050.0,STL,0.0,1.0,Go-Ahead Goal,2018
830,2,STL,,Ivan Barbashev , Nikita Soshnikov,Alex Pietrangelo,7,00:23:00,00:03:00,ANA,2018-03-12,2,2,1380.0,STL,0.0,2.0,Insurance Goal,2018
831,2,ANA,,Corey Perry , Ryan Getzlaf,Brandon Montour,15,00:24:17,00:04:17,ANA,2018-03-12,3,1,1457.0,STL,1.0,2.0,Go-Ahead Goal,2018
832,2,STL,,Vladimir Sobotka , Jordan Schmaltz,Ivan Barbashev,10,00:36:50,00:16:50,ANA,2018-03-12,4,3,2210.0,STL,1.0,3.0,Insurance Goal,2018
833,3,ANA,,Derek Grant , Chris Kelly,Hampus Lindholm,9,00:46:15,00:06:15,ANA,2018-03-12,5,2,2775.0,STL,2.0,3.0,Go-Ahead Goal,2018
834,3,STL,,Patrik Berglund , Kyle Brodziak,,9,00:51:28,00:11:28,ANA,2018-03-12,6,4,3088.0,STL,2.0,4.0,Insurance Goal,2018
835,1,COL,,Nathan MacKinnon , Mikko Rantanen,Gabriel Landeskog,34,00:10:11,00:10:11,STL,2018-03-15,1,1,611.0,COL,0.0,1.0,Go-Ahead Goal,2018
836,1,COL,,Nathan MacKinnon , Tyson Barrie,Mikko Rantanen,35,00:13:03,00:13:03,STL,2018-03-15,2,2,783.0,COL,0.0,2.0,Insurance Goal,2018
837,2,STL,,Joel Edmundson , Colton Parayko,Dmitrij Jaskin,7,00:29:15,00:09:15,STL,2018-03-15,3,1,1755.0,COL,1.0,2.0,Go-Ahead Goal,2018
838,2,COL,,Mikko Rantanen , Gabriel Landeskog,,24,00:36:29,00:16:29,STL,2018-03-15,4,3,2189.0,COL,1.0,3.0,Insurance Goal,2018
839,3,COL,EN,Mikko Rantanen , Gabriel Landeskog,Nathan MacKinnon,25,00:59:18,00:19:18,STL,2018-03-15,5,4,3558.0,COL,1.0,4.0,Insurance Goal,2018
840,1,STL,,Alex Pietrangelo , Tage Thompson,Vladimir Sobotka,13,00:15:49,00:15:49,STL,2018-03-17,1,1,949.0,STL,1.0,0.0,Go-Ahead Goal,2018
841,2,NYR,,Mika Zibanejad , Jesper Fast,Chris Kreider,23,00:20:42,00:00:42,STL,2018-03-17,2,1,1242.0,STL,1.0,1.0,Tie,2018
842,2,STL,,Nikita Soshnikov , Chris Thorburn,Carl Gunnarsson,1,00:22:24,00:02:24,STL,2018-03-17,3,2,1344.0,STL,2.0,1.0,Go-Ahead Goal,2018
843,2,NYR,,Mats Zuccarello , Neal Pionk,Kevin Hayes,15,00:32:07,00:12:07,STL,2018-03-17,4,2,1927.0,STL,2.0,2.0,Tie,2018
844,2,NYR,PP,Mika Zibanejad , Chris Kreider,Pavel Buchnevich,24,00:34:34,00:14:34,STL,2018-03-17,5,3,2074.0,STL,2.0,3.0,Go-Ahead Goal,2018
845,3,STL,PP,Alex Pietrangelo , Vince Dunn,Jaden Schwartz,14,00:45:15,00:05:15,STL,2018-03-17,6,3,2715.0,STL,3.0,3.0,Tie,2018
846,1,STL,,Brayden Schenn , Alex Pietrangelo,Vladimir Sobotka,25,00:01:02,00:01:02,STL,2018-03-17,7,4,62.0,STL,4.0,3.0,Go-Ahead Goal,2018
847,1,CHI,PP,Alex DeBrincat , Nick Schmaltz,Duncan Keith,23,00:13:07,00:13:07,CHI,2018-03-18,1,1,787.0,STL,1.0,0.0,Go-Ahead Goal,2018
848,1,CHI,,Alex DeBrincat , Tomas Jurco,Jordan Oesterle,24,00:19:08,00:19:08,CHI,2018-03-18,2,2,1148.0,STL,2.0,0.0,Insurance Goal,2018
849,2,STL,PP,Alex Steen , Vince Dunn,Alex Pietrangelo,14,00:22:02,00:02:02,CHI,2018-03-18,3,1,1322.0,STL,2.0,1.0,Go-Ahead Goal,2018
850,2,STL,PP,Vince Dunn , Alex Pietrangelo,Brayden Schenn,5,00:25:14,00:05:14,CHI,2018-03-18,4,2,1514.0,STL,2.0,2.0,Tie,2018
851,2,CHI,,David Kampf , Vinnie Hinostroza,Duncan Keith,4,00:39:58,00:19:58,CHI,2018-03-18,5,3,2398.0,STL,3.0,2.0,Go-Ahead Goal,2018
852,3,STL,,Vladimir Sobotka , Kyle Brodziak,Vince Dunn,11,00:55:24,00:15:24,CHI,2018-03-18,6,3,3324.0,STL,3.0,3.0,Tie,2018
853,3,CHI,,Alex DeBrincat , Artem Anisimov,Tomas Jurco,25,00:56:47,00:16:47,CHI,2018-03-18,7,4,3407.0,STL,4.0,3.0,Go-Ahead Goal,2018
854,3,STL,,Alex Pietrangelo , Jaden Schwartz,Vince Dunn,15,00:58:38,00:18:38,CHI,2018-03-18,8,4,3518.0,STL,4.0,4.0,Tie,2018
855,1,STL,,Patrik Berglund , Alex Steen,Alex Pietrangelo,10,00:03:31,00:03:31,CHI,2018-03-18,9,5,211.0,STL,4.0,5.0,Go-Ahead Goal,2018
856,1,BOS,PP,Ryan Donato ,,,2,00:10:12,00:10:12,STL,2018-03-21,1,1,612.0,STL,0.0,1.0,Go-Ahead Goal,2018
857,3,STL,,Jaden Schwartz , Alex Steen,Brayden Schenn,21,00:49:36,00:09:36,STL,2018-03-21,2,1,2976.0,STL,1.0,1.0,Tie,2018
858,1,STL,,Jaden Schwartz , Colton Parayko,Brayden Schenn,22,00:00:30,00:00:30,STL,2018-03-21,3,2,30.0,STL,2.0,1.0,Go-Ahead Goal,2018
859,1,STL,,Patrik Berglund , Alex Pietrangelo,Alex Steen,11,00:00:40,00:00:40,STL,2018-03-23,1,1,40.0,STL,1.0,0.0,Go-Ahead Goal,2018
860,2,STL,SH,Patrik Berglund , Kyle Brodziak,,12,00:24:44,00:04:44,STL,2018-03-23,2,2,1484.0,STL,2.0,0.0,Insurance Goal,2018
861,2,VAN,,Sam Gagner , Henrik Sedin,Daniel Sedin,8,00:34:47,00:14:47,STL,2018-03-23,3,1,2087.0,STL,2.0,1.0,Go-Ahead Goal,2018
862,3,STL,,Vladimir Tarasenko , Jaden Schwartz,,28,00:40:14,00:00:14,STL,2018-03-23,4,3,2414.0,STL,3.0,1.0,Insurance Goal,2018
863,3,STL,,Dmitrij Jaskin , Vladimir Sobotka,Tage Thompson,6,00:57:31,00:17:31,STL,2018-03-23,5,4,3451.0,STL,4.0,1.0,Insurance Goal,2018
864,1,STL,,Alex Steen , Patrik Berglund,Kyle Brodziak,15,00:03:00,00:03:00,CBJ,2018-03-24,1,1,180.0,STL,0.0,1.0,Go-Ahead Goal,2018
865,2,STL,,Vladimir Tarasenko , Brayden Schenn,Jaden Schwartz,29,00:29:37,00:09:37,CBJ,2018-03-24,2,2,1777.0,STL,0.0,2.0,Insurance Goal,2018
866,2,CBJ,,Cam Atkinson ,,,19,00:34:32,00:14:32,CBJ,2018-03-24,3,1,2072.0,STL,1.0,2.0,Go-Ahead Goal,2018
867,1,SJS,,Evander Kane , Melker Karlsson,Brent Burns,29,00:06:26,00:06:26,STL,2018-03-27,1,1,386.0,STL,0.0,1.0,Go-Ahead Goal,2018
868,1,STL,,Oskar Sundqvist , Colton Parayko,Vince Dunn,1,00:17:43,00:17:43,STL,2018-03-27,2,1,1063.0,STL,1.0,1.0,Tie,2018
869,2,SJS,PP,Joe Pavelski , Brent Burns,,20,00:27:07,00:07:07,STL,2018-03-27,3,2,1627.0,STL,1.0,2.0,Go-Ahead Goal,2018
870,2,STL,PP,Vladimir Tarasenko , Brayden Schenn,Alex Pietrangelo,30,00:32:03,00:12:03,STL,2018-03-27,4,2,1923.0,STL,2.0,2.0,Tie,2018
871,1,STL,,Vladimir Tarasenko , Vladimir Sobotka,,31,00:02:33,00:02:33,STL,2018-03-27,5,3,153.0,STL,3.0,2.0,Go-Ahead Goal,2018
872,1,STL,,Patrik Berglund , Alex Steen,Kyle Brodziak,13,00:02:54,00:02:54,VEG,2018-03-30,1,1,174.0,VEG,0.0,1.0,Go-Ahead Goal,2018
873,1,VEG,SH,William Karlsson , Cody Eakin,,41,00:06:18,00:06:18,VEG,2018-03-30,2,1,378.0,VEG,1.0,1.0,Tie,2018
874,1,VEG,,Jon Marchessault , Alex Tuch,William Karlsson,26,00:13:31,00:13:31,VEG,2018-03-30,3,2,811.0,VEG,2.0,1.0,Go-Ahead Goal,2018
875,1,STL,,Brayden Schenn , Jaden Schwartz,Vladimir Tarasenko,26,00:16:09,00:16:09,VEG,2018-03-30,4,2,969.0,VEG,2.0,2.0,Tie,2018
876,2,VEG,,James Neal , Erik Haula,Tomas Tatar,25,00:36:35,00:16:35,VEG,2018-03-30,5,3,2195.0,VEG,3.0,2.0,Go-Ahead Goal,2018
877,3,STL,,Chris Thorburn , Scottie Upshall,Oskar Sundqvist,1,00:46:14,00:06:14,VEG,2018-03-30,6,3,2774.0,VEG,3.0,3.0,Tie,2018
878,1,VEG,,Jon Marchessault , Nate Schmidt,William Karlsson,27,00:00:22,00:00:22,VEG,2018-03-30,7,4,22.0,VEG,4.0,3.0,Go-Ahead Goal,2018
879,1,ARI,,Luke Schenn , Dylan Strome,Max Domi,1,00:14:59,00:14:59,ARI,2018-03-31,1,1,899.0,ARI,1.0,0.0,Go-Ahead Goal,2018
880,2,ARI,,Richard Panik , Clayton Keller,Derek Stepan,13,00:23:51,00:03:51,ARI,2018-03-31,2,2,1431.0,ARI,2.0,0.0,Insurance Goal,2018
881,2,ARI,PP,Oliver Ekman-Larsson , Richard Panik,Derek Stepan,14,00:35:09,00:15:09,ARI,2018-03-31,3,3,2109.0,ARI,3.0,0.0,Insurance Goal,2018
882,2,ARI,,Jakob Chychrun , Brad Richardson,Oliver Ekman-Larsson,4,00:39:40,00:19:40,ARI,2018-03-31,4,4,2380.0,ARI,4.0,0.0,Insurance Goal,2018
883,3,ARI,,Alex Goligoski , Max Domi,,12,00:51:59,00:11:59,ARI,2018-03-31,5,5,3119.0,ARI,5.0,0.0,Insurance Goal,2018
884,3,ARI,,Zac Rinaldo , Max Domi,,5,00:57:40,00:17:40,ARI,2018-03-31,6,6,3460.0,ARI,6.0,0.0,Insurance Goal,2018
885,1,STL,,Vladimir Tarasenko , Kyle Brodziak,Alex Pietrangelo,32,00:03:38,00:03:38,STL,2018-04-02,1,1,218.0,WSH,1.0,0.0,Go-Ahead Goal,2018
886,2,WSH,,Nicklas Backstrom , Brett Connolly,,20,00:20:51,00:00:51,STL,2018-04-02,2,1,1251.0,WSH,1.0,1.0,Tie,2018
887,2,WSH,,Alex Chiasson , Jakub Jerabek,,9,00:22:39,00:02:39,STL,2018-04-02,3,2,1359.0,WSH,1.0,2.0,Go-Ahead Goal,2018
888,2,WSH,,Andre Burakovsky , Nicklas Backstrom,,11,00:27:54,00:07:54,STL,2018-04-02,4,3,1674.0,WSH,1.0,3.0,Insurance Goal,2018
889,2,STL,,Patrik Berglund , Kyle Brodziak,Robert Bortuzzo,14,00:31:38,00:11:38,STL,2018-04-02,5,2,1898.0,WSH,2.0,3.0,Go-Ahead Goal,2018
890,3,WSH,PPEN,Alex Ovechkin , Evgeny Kuznetsov,Nicklas Backstrom,46,00:58:29,00:18:29,STL,2018-04-02,6,4,3509.0,WSH,2.0,4.0,Insurance Goal,2018
891,1,STL,,Robert Bortuzzo , Kyle Brodziak,,4,00:04:16,00:04:16,STL,2018-04-04,1,1,256.0,CHI,1.0,0.0,Go-Ahead Goal,2018
892,1,CHI,,Andreas Martinsen , Artem Anisimov,Dylan Sikura,1,00:08:57,00:08:57,STL,2018-04-04,2,1,537.0,CHI,1.0,1.0,Tie,2018
893,2,STL,,Brayden Schenn , Vince Dunn,Vladimir Tarasenko,27,00:20:47,00:00:47,STL,2018-04-04,3,2,1247.0,CHI,2.0,1.0,Go-Ahead Goal,2018
894,2,STL,,Vladimir Tarasenko , Brayden Schenn,,33,00:25:44,00:05:44,STL,2018-04-04,4,3,1544.0,CHI,3.0,1.0,Insurance Goal,2018
895,2,CHI,SH,Blake Hillman , Nick Schmaltz,,1,00:30:12,00:10:12,STL,2018-04-04,5,2,1812.0,CHI,3.0,2.0,Go-Ahead Goal,2018
896,3,CHI,,Alex DeBrincat ,,,28,00:48:30,00:08:30,STL,2018-04-04,6,3,2910.0,CHI,3.0,3.0,Tie,2018
897,3,CHI,PP,Duncan Keith , Alex DeBrincat,Brent Seabrook,2,00:59:51,00:19:51,STL,2018-04-04,7,4,3591.0,CHI,3.0,4.0,Go-Ahead Goal,2018
898,1,STL,,Patrik Berglund , Joel Edmundson,Kyle Brodziak,15,00:18:17,00:18:17,CHI,2018-04-06,1,1,1097.0,STL,0.0,1.0,Go-Ahead Goal,2018
899,3,CHI,,Erik Gustafsson , Patrick Kane,Nick Schmaltz,5,00:48:08,00:08:08,CHI,2018-04-06,2,1,2888.0,STL,1.0,1.0,Tie,2018
900,3,STL,,Patrik Berglund , Kyle Brodziak,Robert Bortuzzo,16,00:48:24,00:08:24,CHI,2018-04-06,3,2,2904.0,STL,1.0,2.0,Go-Ahead Goal,2018
901,3,STL,,Jaden Schwartz , Brayden Schenn,,23,00:52:40,00:12:40,CHI,2018-04-06,4,3,3160.0,STL,1.0,3.0,Insurance Goal,2018
902,3,STL,EN,Patrik Berglund ,,,17,00:58:49,00:18:49,CHI,2018-04-06,5,4,3529.0,STL,1.0,4.0,Insurance Goal,2018
903,1,COL,,Samuel Girard , Blake Comeau,Carl Soderberg,4,00:19:14,00:19:14,COL,2018-04-07,1,1,1154.0,COL,1.0,0.0,Go-Ahead Goal,2018
904,2,COL,PP,Tyson Barrie , Mikko Rantanen,Gabriel Landeskog,14,00:26:11,00:06:11,COL,2018-04-07,2,2,1571.0,COL,2.0,0.0,Insurance Goal,2018
905,2,STL,PP,Jaden Schwartz , Alex Pietrangelo,Brayden Schenn,24,00:32:28,00:12:28,COL,2018-04-07,3,1,1948.0,COL,2.0,1.0,Go-Ahead Goal,2018
906,2,COL,,Nathan MacKinnon , Gabriel Landeskog,,39,00:36:58,00:16:58,COL,2018-04-07,4,3,2218.0,COL,3.0,1.0,Insurance Goal,2018
907,3,COL,EN,Gabriel Landeskog , Nathan MacKinnon,,25,00:56:37,00:16:37,COL,2018-04-07,5,4,3397.0,COL,4.0,1.0,Insurance Goal,2018
908,3,STL,,Brayden Schenn , Jaden Schwartz,Patrik Berglund,28,00:59:22,00:19:22,COL,2018-04-07,6,2,3562.0,COL,4.0,2.0,Lead Shrink,2018
909,3,COL,EN,Matthew Nieto , Carl Soderberg,,15,00:59:51,00:19:51,COL,2018-04-07,7,5,3591.0,COL,5.0,2.0,Insurance Goal,2018
910,1,TOR,PP,Nazem Kadri , James van Riemsdyk,Tyler Bozak,1,00:15:45,00:15:45,WPG,2017-10-04,1,1,945.0,TOR,0.0,1.0,Go-Ahead Goal,2018
911,1,TOR,,James van Riemsdyk , Tyler Bozak,,1,00:17:40,00:17:40,WPG,2017-10-04,2,2,1060.0,TOR,0.0,2.0,Insurance Goal,2018
912,1,TOR,,William Nylander , Jake Gardiner,Auston Matthews,1,00:18:23,00:18:23,WPG,2017-10-04,3,3,1103.0,TOR,0.0,3.0,Insurance Goal,2018
913,2,TOR,,Patrick Marleau , Auston Matthews,Mitch Marner,1,00:28:32,00:08:32,WPG,2017-10-04,4,4,1712.0,TOR,0.0,4.0,Insurance Goal,2018
914,3,TOR,,Patrick Marleau , Nazem Kadri,Leo Komarov,2,00:40:36,00:00:36,WPG,2017-10-04,5,5,2436.0,TOR,0.0,5.0,Insurance Goal,2018
915,3,TOR,PP,Mitch Marner , James van Riemsdyk,Morgan Rielly,1,00:48:07,00:08:07,WPG,2017-10-04,6,6,2887.0,TOR,0.0,6.0,Insurance Goal,2018
916,3,WPG,,Mark Scheifele , Patrik Laine,Dustin Byfuglien,1,00:51:31,00:11:31,WPG,2017-10-04,7,1,3091.0,TOR,1.0,6.0,Lead Shrink,2018
917,3,TOR,,Auston Matthews , Connor Carrick,,1,00:51:57,00:11:57,WPG,2017-10-04,8,7,3117.0,TOR,1.0,7.0,Insurance Goal,2018
918,3,WPG,,Mathieu Perreault , Bryan Little,,1,00:52:57,00:12:57,WPG,2017-10-04,9,2,3177.0,TOR,2.0,7.0,Lead Shrink,2018
919,1,WPG,SH,Brandon Tanev ,,,1,00:08:35,00:08:35,CGY,2017-10-07,1,1,515.0,CGY,0.0,1.0,Go-Ahead Goal,2018
920,1,CGY,PP,T.J. Brodie , Johnny Gaudreau,Kris Versteeg,1,00:10:08,00:10:08,CGY,2017-10-07,2,1,608.0,CGY,1.0,1.0,Tie,2018
921,1,WPG,PP,Mark Scheifele , Blake Wheeler,Mathieu Perreault,2,00:12:12,00:12:12,CGY,2017-10-07,3,2,732.0,CGY,1.0,2.0,Go-Ahead Goal,2018
922,1,WPG,,Patrik Laine , Mathieu Perreault,Josh Morrissey,1,00:15:54,00:15:54,CGY,2017-10-07,4,3,954.0,CGY,1.0,3.0,Insurance Goal,2018
923,2,CGY,,T.J. Brodie , Michael Stone,Johnny Gaudreau,2,00:28:42,00:08:42,CGY,2017-10-07,5,2,1722.0,CGY,2.0,3.0,Go-Ahead Goal,2018
924,2,CGY,PP,Micheal Ferland , Mark Giordano,Johnny Gaudreau,1,00:32:42,00:12:42,CGY,2017-10-07,6,3,1962.0,CGY,3.0,3.0,Tie,2018
925,2,CGY,,Johnny Gaudreau , T.J. Brodie,Curtis Lazar,1,00:37:02,00:17:02,CGY,2017-10-07,7,4,2222.0,CGY,4.0,3.0,Go-Ahead Goal,2018
926,2,CGY,,Kris Versteeg , Sean Monahan,T.J. Brodie,1,00:38:38,00:18:38,CGY,2017-10-07,8,5,2318.0,CGY,5.0,3.0,Insurance Goal,2018
927,3,CGY,,Mikael Backlund , Dougie Hamilton,Matthew Tkachuk,1,00:40:16,00:00:16,CGY,2017-10-07,9,6,2416.0,CGY,6.0,3.0,Insurance Goal,2018
928,1,WPG,,Mark Scheifele , Dmitry Kulikov,,3,00:08:56,00:08:56,EDM,2017-10-09,1,1,536.0,WPG,0.0,1.0,Go-Ahead Goal,2018
929,1,WPG,,Dmitry Kulikov , Nikolaj Ehlers,Blake Wheeler,1,00:16:27,00:16:27,EDM,2017-10-09,2,2,987.0,WPG,0.0,2.0,Insurance Goal,2018
930,2,EDM,,Leon Draisaitl , Connor McDavid,Pat Maroon,1,00:32:53,00:12:53,EDM,2017-10-09,3,1,1973.0,WPG,1.0,2.0,Go-Ahead Goal,2018
931,2,EDM,,Ryan Nugent-Hopkins , Darnell Nurse,,2,00:33:33,00:13:33,EDM,2017-10-09,4,2,2013.0,WPG,2.0,2.0,Tie,2018
932,2,WPG,,Nikolaj Ehlers , Jacob Trouba,Connor Hellebuyck,1,00:36:48,00:16:48,EDM,2017-10-09,5,3,2208.0,WPG,2.0,3.0,Go-Ahead Goal,2018
933,2,WPG,,Nikolaj Ehlers , Blake Wheeler,Mark Scheifele,2,00:37:57,00:17:57,EDM,2017-10-09,6,4,2277.0,WPG,2.0,4.0,Insurance Goal,2018
934,3,WPG,PP,Nikolaj Ehlers , Mark Scheifele,Blake Wheeler,3,00:58:46,00:18:46,EDM,2017-10-09,7,5,3526.0,WPG,2.0,5.0,Insurance Goal,2018
935,1,VAN,PP,Daniel Sedin , Brock Boeser,Thomas Vanek,1,00:07:25,00:07:25,VAN,2017-10-12,1,1,445.0,WPG,1.0,0.0,Go-Ahead Goal,2018
936,1,WPG,,Josh Morrissey , Jacob Trouba,Bryan Little,1,00:09:04,00:09:04,VAN,2017-10-12,2,1,544.0,WPG,1.0,1.0,Tie,2018
937,2,WPG,,Patrik Laine , Bryan Little,Dmitry Kulikov,2,00:35:31,00:15:31,VAN,2017-10-12,3,2,2131.0,WPG,1.0,2.0,Go-Ahead Goal,2018
938,2,WPG,SH,Tyler Myers , Andrew Copp,,1,00:38:44,00:18:44,VAN,2017-10-12,4,3,2324.0,WPG,1.0,3.0,Insurance Goal,2018
939,3,VAN,,Chris Tanev , Sam Gagner,,2,00:52:43,00:12:43,VAN,2017-10-12,5,2,3163.0,WPG,2.0,3.0,Go-Ahead Goal,2018
940,3,WPG,EN,Nikolaj Ehlers ,,,4,00:59:55,00:19:55,VAN,2017-10-12,6,4,3595.0,WPG,2.0,4.0,Insurance Goal,2018
941,1,WPG,,Bryan Little , Nikolaj Ehlers,Patrik Laine,1,00:13:33,00:13:33,WPG,2017-10-14,1,1,813.0,WPG,1.0,0.0,Go-Ahead Goal,2018
942,1,CAR,PP,Jeff Skinner , Noah Hanifin,Justin Williams,2,00:15:18,00:15:18,WPG,2017-10-14,2,1,918.0,WPG,1.0,1.0,Tie,2018
943,3,WPG,,Nikolaj Ehlers , Blake Wheeler,Dustin Byfuglien,5,00:46:03,00:06:03,WPG,2017-10-14,3,2,2763.0,WPG,2.0,1.0,Go-Ahead Goal,2018
944,2,CBJ,,Cam Atkinson , Artemi Panarin,Alexander Wennberg,3,00:20:36,00:00:36,WPG,2017-10-17,1,1,1236.0,CBJ,0.0,1.0,Go-Ahead Goal,2018
945,2,CBJ,,Nick Foligno ,,,1,00:30:50,00:10:50,WPG,2017-10-17,2,2,1850.0,CBJ,0.0,2.0,Insurance Goal,2018
946,2,WPG,,Kyle Connor , Mark Scheifele,Blake Wheeler,1,00:32:30,00:12:30,WPG,2017-10-17,3,1,1950.0,CBJ,1.0,2.0,Go-Ahead Goal,2018
947,2,CBJ,,Jack Johnson , Brandon Dubinsky,Josh Anderson,1,00:33:54,00:13:54,WPG,2017-10-17,4,3,2034.0,CBJ,1.0,3.0,Insurance Goal,2018
948,2,CBJ,,Lukas Sedlak ,,,2,00:38:11,00:18:11,WPG,2017-10-17,5,4,2291.0,CBJ,1.0,4.0,Insurance Goal,2018
949,3,CBJ,,Zach Werenski , Seth Jones,Matt Calvert,3,00:52:15,00:12:15,WPG,2017-10-17,6,5,3135.0,CBJ,1.0,5.0,Insurance Goal,2018
950,3,WPG,SH,Joel Armia , Dustin Byfuglien,,1,00:58:23,00:18:23,WPG,2017-10-17,7,2,3503.0,CBJ,2.0,5.0,Lead Shrink,2018
951,1,WPG,PP,Patrik Laine , Blake Wheeler,Mark Scheifele,3,00:08:07,00:08:07,WPG,2017-10-20,1,1,487.0,WPG,1.0,0.0,Go-Ahead Goal,2018
952,1,WPG,,Nikolaj Ehlers , Toby Enstrom,Dustin Byfuglien,6,00:09:49,00:09:49,WPG,2017-10-20,2,2,589.0,WPG,2.0,0.0,Insurance Goal,2018
953,1,MIN,,Chris Stewart , Jason Zucker,,5,00:19:06,00:19:06,WPG,2017-10-20,3,1,1146.0,WPG,2.0,1.0,Go-Ahead Goal,2018
954,2,MIN,,Mikko Koivu , Jason Zucker,Devan Dubnyk,3,00:30:51,00:10:51,WPG,2017-10-20,4,2,1851.0,WPG,2.0,2.0,Tie,2018
955,2,MIN,PP,Marcus Foligno , Mike Reilly,,1,00:35:39,00:15:39,WPG,2017-10-20,5,3,2139.0,WPG,2.0,3.0,Go-Ahead Goal,2018
956,2,WPG,PP,Patrik Laine , Mark Scheifele,Dustin Byfuglien,4,00:39:27,00:19:27,WPG,2017-10-20,6,3,2367.0,WPG,3.0,3.0,Tie,2018
957,3,WPG,,Blake Wheeler , Kyle Connor,Jacob Trouba,1,00:53:14,00:13:14,WPG,2017-10-20,7,4,3194.0,WPG,4.0,3.0,Go-Ahead Goal,2018
958,1,PIT,,Conor Sheary , Jake Guentzel,Sidney Crosby,5,00:01:25,00:01:25,PIT,2017-10-26,1,1,85.0,PIT,1.0,0.0,Go-Ahead Goal,2018
959,1,WPG,,Josh Morrissey , Bryan Little,,2,00:09:26,00:09:26,PIT,2017-10-26,2,1,566.0,PIT,1.0,1.0,Tie,2018
960,OT1,PIT,,Phil Kessel ,,,4,01:01:07,00:01:07,PIT,2017-10-26,3,2,3667.0,PIT,2.0,1.0,Go-Ahead Goal,2018
961,1,WPG,,Brandon Tanev ,,,2,00:04:52,00:04:52,CBJ,2017-10-27,1,1,292.0,CBJ,0.0,1.0,Go-Ahead Goal,2018
962,3,CBJ,,Cam Atkinson , Seth Jones,,4,00:50:23,00:10:23,CBJ,2017-10-27,2,1,3023.0,CBJ,1.0,1.0,Tie,2018
963,OT1,CBJ,,Josh Anderson ,,,3,01:02:38,00:02:38,CBJ,2017-10-27,3,2,3758.0,CBJ,2.0,1.0,Go-Ahead Goal,2018
964,1,WPG,,Andrew Copp , Shawn Matthias,Toby Enstrom,1,00:01:20,00:01:20,WPG,2017-10-29,1,1,80.0,WPG,1.0,0.0,Go-Ahead Goal,2018
965,1,WPG,,Blake Wheeler , Mark Scheifele,Kyle Connor,2,00:13:58,00:13:58,WPG,2017-10-29,2,2,838.0,WPG,2.0,0.0,Insurance Goal,2018
966,1,WPG,,Blake Wheeler , Shawn Matthias,Mark Scheifele,3,00:17:44,00:17:44,WPG,2017-10-29,3,3,1064.0,WPG,3.0,0.0,Insurance Goal,2018
967,1,WPG,,Joel Armia , Matt Hendricks,,2,00:18:07,00:18:07,WPG,2017-10-29,4,4,1087.0,WPG,4.0,0.0,Insurance Goal,2018
968,1,WPG,,Blake Wheeler , Kyle Connor,,4,00:18:18,00:18:18,WPG,2017-10-29,5,5,1098.0,WPG,5.0,0.0,Insurance Goal,2018
969,2,PIT,PP,Evgeni Malkin , Phil Kessel,Kris Letang,5,00:37:02,00:17:02,WPG,2017-10-29,6,1,2222.0,WPG,5.0,1.0,Lead Shrink,2018
970,3,WPG,PP,Mark Scheifele , Blake Wheeler,Dustin Byfuglien,4,00:50:28,00:10:28,WPG,2017-10-29,7,6,3028.0,WPG,6.0,1.0,Insurance Goal,2018
971,3,WPG,,Brendan Lemieux , Tyler Myers,Joel Armia,1,00:52:19,00:12:19,WPG,2017-10-29,8,7,3139.0,WPG,7.0,1.0,Insurance Goal,2018
972,1,WPG,,Kyle Connor , Mark Scheifele,Tyler Myers,2,00:07:10,00:07:10,MIN,2017-10-31,1,1,430.0,WPG,0.0,1.0,Go-Ahead Goal,2018
973,3,WPG,,Nikolaj Ehlers ,,,7,00:40:43,00:00:43,MIN,2017-10-31,2,2,2443.0,WPG,0.0,2.0,Insurance Goal,2018
