,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact
0,2,NSH,,Filip Forsberg , Kyle Turris,Craig Smith,1,00:23:54,00:03:54,NYR,2018-10-04,1,1,1434.0,NSH,0.0,1.0,Go-Ahead Goal
1,2,NYR,,Jesper Fast , Filip Chytil,,1,00:27:37,00:07:37,NYR,2018-10-04,2,1,1657.0,NSH,1.0,1.0,Tie
2,3,NSH,,P.K. Subban , Mattias Ekholm,Colton Sissons,1,00:43:28,00:03:28,NYR,2018-10-04,3,2,2608.0,NSH,1.0,2.0,Go-Ahead Goal
3,3,NSH,EN,Colton Sissons , Ryan Ellis,Mattias Ekholm,1,00:58:36,00:18:36,NYR,2018-10-04,4,3,3516.0,NSH,1.0,3.0,Insurance Goal
4,3,NYR,,Pavel Buchnevich , Mika Zibanejad,Mats Zuccarello,1,00:59:25,00:19:25,NYR,2018-10-04,5,2,3565.0,NSH,2.0,3.0,Go-Ahead Goal
5,1,NSH,,Viktor Arvidsson , Filip Forsberg,P.K. Subban,1,00:03:42,00:03:42,NYI,2018-10-06,1,1,222.0,NSH,0.0,1.0,Go-Ahead Goal
6,1,NYI,,Mathew Barzal , Josh Bailey,,1,00:12:01,00:12:01,NYI,2018-10-06,2,1,721.0,NSH,1.0,1.0,Tie
7,1,NSH,,Mattias Ekholm , P.K. Subban,Ryan Hartman,1,00:16:56,00:16:56,NYI,2018-10-06,3,2,1016.0,NSH,1.0,2.0,Go-Ahead Goal
8,2,NYI,,Valtteri Filppula , Tanner Fritz,Luca Sbisa,2,00:22:46,00:02:46,NYI,2018-10-06,4,2,1366.0,NSH,2.0,2.0,Tie
9,2,NSH,,Craig Smith , Kyle Turris,Ryan Ellis,1,00:33:30,00:13:30,NYI,2018-10-06,5,3,2010.0,NSH,2.0,3.0,Go-Ahead Goal
10,2,NSH,,Viktor Arvidsson , Ryan Johansen,Anthony Bitetto,2,00:36:42,00:16:42,NYI,2018-10-06,6,4,2202.0,NSH,2.0,4.0,Insurance Goal
11,2,NYI,PP,Anders Lee , Josh Bailey,Mathew Barzal,1,00:39:31,00:19:31,NYI,2018-10-06,7,3,2371.0,NSH,3.0,4.0,Go-Ahead Goal
12,1,CGY,PP,Elias Lindholm , Johnny Gaudreau,,3,00:16:11,00:16:11,NSH,2018-10-09,1,1,971.0,CGY,0.0,1.0,Go-Ahead Goal
13,2,CGY,PP,Sean Monahan , Matthew Tkachuk,Johnny Gaudreau,3,00:25:22,00:05:22,NSH,2018-10-09,2,2,1522.0,CGY,0.0,2.0,Insurance Goal
14,3,CGY,,Sean Monahan , Johnny Gaudreau,T.J. Brodie,4,00:40:33,00:00:33,NSH,2018-10-09,3,3,2433.0,CGY,0.0,3.0,Insurance Goal
15,2,NSH,,Ryan Hartman ,,,1,00:23:02,00:03:02,NSH,2018-10-11,1,1,1382.0,NSH,1.0,0.0,Go-Ahead Goal
16,3,NSH,,Roman Josi , Ryan Ellis,Ryan Hartman,1,00:47:58,00:07:58,NSH,2018-10-11,2,2,2878.0,NSH,2.0,0.0,Insurance Goal
17,3,NSH,,Ryan Johansen , Viktor Arvidsson,Filip Forsberg,1,00:54:42,00:14:42,NSH,2018-10-11,3,3,3282.0,NSH,3.0,0.0,Insurance Goal
18,1,NSH,,Calle Jarnkrok , Nick Bonino,Ryan Hartman,1,00:15:25,00:15:25,NSH,2018-10-13,1,1,925.0,NSH,1.0,0.0,Go-Ahead Goal
19,1,NSH,,Filip Forsberg , Ryan Johansen,Viktor Arvidsson,2,00:16:37,00:16:37,NSH,2018-10-13,2,2,997.0,NSH,2.0,0.0,Insurance Goal
20,1,NSH,,Viktor Arvidsson , Ryan Johansen,Dan Hamhuis,3,00:19:50,00:19:50,NSH,2018-10-13,3,3,1190.0,NSH,3.0,0.0,Insurance Goal
21,2,NYI,,Brock Nelson , Anders Lee,Jordan Eberle,1,00:26:14,00:06:14,NSH,2018-10-13,4,1,1574.0,NSH,3.0,1.0,Lead Shrink
22,2,NYI,,Andrew Ladd , Mathew Barzal,,1,00:32:02,00:12:02,NSH,2018-10-13,5,2,1922.0,NSH,3.0,2.0,Go-Ahead Goal
23,3,NSH,PP,Kyle Turris , Roman Josi,,1,00:44:32,00:04:32,NSH,2018-10-13,6,4,2672.0,NSH,4.0,2.0,Insurance Goal
24,3,NSH,EN,Filip Forsberg , Mattias Ekholm,,3,00:59:00,00:19:00,NSH,2018-10-13,7,5,3540.0,NSH,5.0,2.0,Insurance Goal
25,1,NSH,PP,Craig Smith , P.K. Subban,Ryan Johansen,2,00:06:01,00:06:01,NSH,2018-10-15,1,1,361.0,NSH,1.0,0.0,Go-Ahead Goal
26,1,MIN,PP,Mathew Dumba , Mikko Koivu,Zach Parise,2,00:13:29,00:13:29,NSH,2018-10-15,2,1,809.0,NSH,1.0,1.0,Tie
27,2,NSH,,Mattias Ekholm , Ryan Johansen,,2,00:23:51,00:03:51,NSH,2018-10-15,3,2,1431.0,NSH,2.0,1.0,Go-Ahead Goal
28,2,NSH,,Filip Forsberg , Kyle Turris,,4,00:32:02,00:12:02,NSH,2018-10-15,4,3,1922.0,NSH,3.0,1.0,Insurance Goal
29,2,MIN,,Mikko Koivu , Mikael Granlund,Zach Parise,1,00:35:03,00:15:03,NSH,2018-10-15,5,2,2103.0,NSH,3.0,2.0,Go-Ahead Goal
30,3,NSH,EN,Miikka Salomaki , P.K. Subban,,1,00:59:49,00:19:49,NSH,2018-10-15,6,4,3589.0,NSH,4.0,2.0,Insurance Goal
31,1,NSH,,Ryan Johansen , Filip Forsberg,Ryan Ellis,2,00:00:51,00:00:51,CGY,2018-10-19,1,1,51.0,NSH,0.0,1.0,Go-Ahead Goal
32,1,CGY,,Elias Lindholm , Johnny Gaudreau,Mark Giordano,5,00:18:43,00:18:43,CGY,2018-10-19,2,1,1123.0,NSH,1.0,1.0,Tie
33,2,NSH,,Craig Smith , Kyle Turris,Kevin Fiala,3,00:24:09,00:04:09,CGY,2018-10-19,3,2,1449.0,NSH,1.0,2.0,Go-Ahead Goal
34,2,CGY,PP,Matthew Tkachuk , Elias Lindholm,Mark Giordano,3,00:32:51,00:12:51,CGY,2018-10-19,4,2,1971.0,NSH,2.0,2.0,Tie
35,2,NSH,PP,Kevin Fiala , Ryan Ellis,Kyle Turris,1,00:34:23,00:14:23,CGY,2018-10-19,5,3,2063.0,NSH,2.0,3.0,Go-Ahead Goal
36,3,CGY,,Sam Bennett , Derek Ryan,Michael Stone,2,00:42:20,00:02:20,CGY,2018-10-19,6,3,2540.0,NSH,3.0,3.0,Tie
37,3,NSH,,Zac Rinaldo , Yannick Weber,,1,00:46:31,00:06:31,CGY,2018-10-19,7,4,2791.0,NSH,3.0,4.0,Go-Ahead Goal
38,3,NSH,EN,Filip Forsberg ,,,5,00:59:28,00:19:28,CGY,2018-10-19,8,5,3568.0,NSH,3.0,5.0,Insurance Goal
39,2,NSH,SH,P.K. Subban , Colton Sissons,Mattias Ekholm,2,00:33:14,00:13:14,EDM,2018-10-20,1,1,1994.0,NSH,0.0,1.0,Go-Ahead Goal
40,2,NSH,,Viktor Arvidsson , Nick Bonino,Mattias Ekholm,4,00:34:42,00:14:42,EDM,2018-10-20,2,2,2082.0,NSH,0.0,2.0,Insurance Goal
41,3,NSH,EN,Roman Josi ,,,2,00:59:07,00:19:07,EDM,2018-10-20,3,3,3547.0,NSH,0.0,3.0,Insurance Goal
42,1,SJS,PP,Timo Meier , Joonas Donskoi,Brent Burns,5,00:06:58,00:06:58,NSH,2018-10-23,1,1,418.0,SJS,0.0,1.0,Go-Ahead Goal
43,1,NSH,,Viktor Arvidsson ,,,5,00:11:14,00:11:14,NSH,2018-10-23,2,1,674.0,SJS,1.0,1.0,Tie
44,2,NSH,,Filip Forsberg , Ryan Johansen,Ryan Ellis,6,00:20:21,00:00:21,NSH,2018-10-23,3,2,1221.0,SJS,2.0,1.0,Go-Ahead Goal
45,2,SJS,,Tomas Hertl , Logan Couture,Timo Meier,3,00:27:51,00:07:51,NSH,2018-10-23,4,2,1671.0,SJS,2.0,2.0,Tie
46,2,NSH,,Viktor Arvidsson , Filip Forsberg,Ryan Johansen,6,00:30:45,00:10:45,NSH,2018-10-23,5,3,1845.0,SJS,3.0,2.0,Go-Ahead Goal
47,2,NSH,,Craig Smith , Viktor Arvidsson,,4,00:39:45,00:19:45,NSH,2018-10-23,6,4,2385.0,SJS,4.0,2.0,Insurance Goal
48,3,SJS,SH,Brenden Dillon , Tomas Hertl,Brent Burns,1,00:51:40,00:11:40,NSH,2018-10-23,7,3,3100.0,SJS,4.0,3.0,Go-Ahead Goal
49,3,SJS,,Joe Pavelski , Logan Couture,Evander Kane,5,00:52:16,00:12:16,NSH,2018-10-23,8,4,3136.0,SJS,4.0,4.0,Tie
50,3,SJS,PP,Brent Burns , Erik Karlsson,Evander Kane,2,00:57:08,00:17:08,NSH,2018-10-23,9,5,3428.0,SJS,4.0,5.0,Go-Ahead Goal
51,1,NJD,,Damon Severson , Taylor Hall,Kyle Palmieri,2,00:02:58,00:02:58,NJD,2018-10-25,1,1,178.0,NSH,1.0,0.0,Go-Ahead Goal
52,1,NSH,,Yannick Weber , Kevin Fiala,Calle Jarnkrok,1,00:14:40,00:14:40,NJD,2018-10-25,2,1,880.0,NSH,1.0,1.0,Tie
53,1,NJD,PP,Nico Hischier , Taylor Hall,Kyle Palmieri,2,00:19:01,00:19:01,NJD,2018-10-25,3,2,1141.0,NSH,2.0,1.0,Go-Ahead Goal
54,2,NSH,,Viktor Arvidsson , Kyle Turris,Roman Josi,7,00:33:06,00:13:06,NJD,2018-10-25,4,2,1986.0,NSH,2.0,2.0,Tie
55,2,NJD,,Nico Hischier , Kyle Palmieri,Sami Vatanen,3,00:33:46,00:13:46,NJD,2018-10-25,5,3,2026.0,NSH,3.0,2.0,Go-Ahead Goal
56,3,NSH,PP,Filip Forsberg , Ryan Johansen,P.K. Subban,7,00:53:40,00:13:40,NJD,2018-10-25,6,3,3220.0,NSH,3.0,3.0,Tie
57,1,NSH,,Kyle Turris , Mattias Ekholm,,2,00:03:35,00:03:35,NJD,2018-10-25,7,4,215.0,NSH,3.0,4.0,Go-Ahead Goal
58,1,EDM,,Drake Caggiula , Darnell Nurse,Tobias Rieder,1,00:11:41,00:11:41,NSH,2018-10-27,1,1,701.0,EDM,0.0,1.0,Go-Ahead Goal
59,2,EDM,PP,Leon Draisaitl , Milan Lucic,Connor McDavid,5,00:24:14,00:04:14,NSH,2018-10-27,2,2,1454.0,EDM,0.0,2.0,Insurance Goal
60,2,NSH,PP,Filip Forsberg , Ryan Johansen,P.K. Subban,8,00:38:46,00:18:46,NSH,2018-10-27,3,1,2326.0,EDM,1.0,2.0,Go-Ahead Goal
61,2,EDM,,Connor McDavid , Ryan Nugent-Hopkins,,7,00:38:53,00:18:53,NSH,2018-10-27,4,3,2333.0,EDM,1.0,3.0,Insurance Goal
62,3,EDM,,Leon Draisaitl , Tobias Rieder,Oscar Klefbom,6,00:44:19,00:04:19,NSH,2018-10-27,5,4,2659.0,EDM,1.0,4.0,Insurance Goal
63,3,NSH,,Filip Forsberg , Ryan Johansen,Viktor Arvidsson,9,00:44:43,00:04:43,NSH,2018-10-27,6,2,2683.0,EDM,2.0,4.0,Lead Shrink
64,3,NSH,PP,Filip Forsberg , Ryan Johansen,P.K. Subban,10,00:55:54,00:15:54,NSH,2018-10-27,7,3,3354.0,EDM,3.0,4.0,Go-Ahead Goal
65,3,EDM,EN,Drake Caggiula ,,,2,00:58:14,00:18:14,NSH,2018-10-27,8,5,3494.0,EDM,3.0,5.0,Insurance Goal
66,1,VEG,PP,Reilly Smith , Jon Marchessault,Shea Theodore,3,00:17:14,00:17:14,NSH,2018-10-30,1,1,1034.0,NSH,0.0,1.0,Go-Ahead Goal
67,2,NSH,,Ryan Hartman , Kevin Fiala,Roman Josi,2,00:31:27,00:11:27,NSH,2018-10-30,2,1,1887.0,NSH,1.0,1.0,Tie
68,2,NSH,,Ryan Hartman , Kevin Fiala,P.K. Subban,3,00:32:24,00:12:24,NSH,2018-10-30,3,2,1944.0,NSH,2.0,1.0,Go-Ahead Goal
69,3,NSH,,Calle Jarnkrok , Kyle Turris,Craig Smith,2,00:46:37,00:06:37,NSH,2018-10-30,4,3,2797.0,NSH,3.0,1.0,Insurance Goal
70,3,NSH,EN,Viktor Arvidsson , Roman Josi,,8,00:57:42,00:17:42,NSH,2018-10-30,5,4,3462.0,NSH,4.0,1.0,Insurance Goal
71,1,NSH,,Kyle Turris , Mattias Ekholm,Calle Jarnkrok,3,00:06:02,00:06:02,TBL,2018-11-01,1,1,362.0,NSH,0.0,1.0,Go-Ahead Goal
72,1,NSH,,Roman Josi , Ryan Johansen,Ryan Ellis,3,00:19:53,00:19:53,TBL,2018-11-01,2,2,1193.0,NSH,0.0,2.0,Insurance Goal
73,2,TBL,,Slater Koekkoek , Alex Killorn,Anthony Cirelli,1,00:34:21,00:14:21,TBL,2018-11-01,3,1,2061.0,NSH,1.0,2.0,Go-Ahead Goal
74,3,NSH,,Calle Jarnkrok , Ryan Johansen,,3,00:56:42,00:16:42,TBL,2018-11-01,4,3,3402.0,NSH,1.0,3.0,Insurance Goal
75,3,NSH,EN,Miikka Salomaki , Ryan Hartman,Kyle Turris,2,00:57:36,00:17:36,TBL,2018-11-01,5,4,3456.0,NSH,1.0,4.0,Insurance Goal
76,1,NSH,,Roman Josi , Ryan Ellis,Nick Bonino,4,00:14:49,00:14:49,NSH,2018-11-03,1,1,889.0,NSH,1.0,0.0,Go-Ahead Goal
77,1,NSH,,Colton Sissons , Nick Bonino,Mattias Ekholm,2,00:13:39,00:13:39,COL,2018-11-07,1,1,819.0,NSH,0.0,1.0,Go-Ahead Goal
78,1,NSH,,Colton Sissons , Roman Josi,Nick Bonino,3,00:17:21,00:17:21,COL,2018-11-07,2,2,1041.0,NSH,0.0,2.0,Insurance Goal
79,2,COL,PP,Matt Calvert , Samuel Girard,Nathan MacKinnon,1,00:27:08,00:07:08,COL,2018-11-07,3,1,1628.0,NSH,1.0,2.0,Go-Ahead Goal
80,2,NSH,PP,Colton Sissons , Kyle Turris,Kevin Fiala,4,00:39:57,00:19:57,COL,2018-11-07,4,3,2397.0,NSH,1.0,3.0,Insurance Goal
81,3,NSH,EN,Ryan Hartman , Nick Bonino,P.K. Subban,4,00:57:06,00:17:06,COL,2018-11-07,5,4,3426.0,NSH,1.0,4.0,Insurance Goal
82,1,DAL,,Tyler Pitlick , Radek Faksa,,3,00:13:05,00:13:05,DAL,2018-11-10,1,1,785.0,NSH,1.0,0.0,Go-Ahead Goal
83,2,NSH,,Ryan Hartman ,,,5,00:20:12,00:00:12,DAL,2018-11-10,2,1,1212.0,NSH,1.0,1.0,Tie
84,2,DAL,,Tyler Seguin , Julius Honka,Valeri Nichushkin,5,00:26:47,00:06:47,DAL,2018-11-10,3,2,1607.0,NSH,2.0,1.0,Go-Ahead Goal
85,2,DAL,PP,Jason Spezza ,,,4,00:34:32,00:14:32,DAL,2018-11-10,4,3,2072.0,NSH,3.0,1.0,Insurance Goal
86,3,NSH,,Ryan Johansen , Roman Josi,Viktor Arvidsson,3,00:40:17,00:00:17,DAL,2018-11-10,5,2,2417.0,NSH,3.0,2.0,Go-Ahead Goal
87,3,NSH,,Yannick Weber , Kevin Fiala,Anthony Bitetto,2,00:41:54,00:01:54,DAL,2018-11-10,6,3,2514.0,NSH,3.0,3.0,Tie
88,3,DAL,,Denis Gurianov , Ben Gleason,Jamie Benn,1,00:48:58,00:08:58,DAL,2018-11-10,7,4,2938.0,NSH,4.0,3.0,Go-Ahead Goal
89,3,NSH,PP,Roman Josi , Ryan Johansen,Filip Forsberg,5,00:59:17,00:19:17,DAL,2018-11-10,8,4,3557.0,NSH,4.0,4.0,Tie
90,1,NSH,,Mattias Ekholm , Kyle Turris,P.K. Subban,3,00:02:27,00:02:27,DAL,2018-11-10,9,5,147.0,NSH,4.0,5.0,Go-Ahead Goal
91,2,ANA,,Ryan Getzlaf , Rickard Rakell,Hampus Lindholm,4,00:39:30,00:19:30,ANA,2018-11-12,1,1,2370.0,Shootout,1.0,0.0,Go-Ahead Goal
92,3,NSH,,Kevin Fiala , Kyle Turris,Craig Smith,2,00:43:07,00:03:07,ANA,2018-11-12,2,1,2587.0,Shootout,1.0,1.0,Tie
93,1,SJS,,Marcus Sorensen ,,,3,00:05:09,00:05:09,SJS,2018-11-13,1,1,309.0,SJS,1.0,0.0,Go-Ahead Goal
94,1,SJS,PP,Joe Pavelski , Erik Karlsson,Tomas Hertl,9,00:07:05,00:07:05,SJS,2018-11-13,2,2,425.0,SJS,2.0,0.0,Insurance Goal
95,1,SJS,,Antti Suomela ,,,3,00:16:51,00:16:51,SJS,2018-11-13,3,3,1011.0,SJS,3.0,0.0,Insurance Goal
96,2,NSH,,Craig Smith , Ryan Johansen,Filip Forsberg,5,00:24:43,00:04:43,SJS,2018-11-13,4,1,1483.0,SJS,3.0,1.0,Lead Shrink
97,2,NSH,,Filip Forsberg ,,,11,00:25:23,00:05:23,SJS,2018-11-13,5,2,1523.0,SJS,3.0,2.0,Go-Ahead Goal
98,2,NSH,,Filip Forsberg , Craig Smith,,12,00:37:52,00:17:52,SJS,2018-11-13,6,3,2272.0,SJS,3.0,3.0,Tie
99,3,NSH,,Rocco Grimaldi , Kevin Fiala,Matt Irwin,1,00:42:43,00:02:43,SJS,2018-11-13,7,4,2563.0,SJS,3.0,4.0,Go-Ahead Goal
100,3,SJS,,Joe Pavelski , Marcus Sorensen,Brent Burns,10,00:53:05,00:13:05,SJS,2018-11-13,8,4,3185.0,SJS,4.0,4.0,Tie
101,3,SJS,,Joe Thornton , Marcus Sorensen,Justin Braun,3,00:53:18,00:13:18,SJS,2018-11-13,9,5,3198.0,SJS,5.0,4.0,Go-Ahead Goal
102,1,ARI,SH,Michael Grabner , Kevin Connauton,,5,00:07:16,00:07:16,ARI,2018-11-15,1,1,436.0,ARI,1.0,0.0,Go-Ahead Goal
103,2,ARI,,Jason Demers , Christian Fischer,Oliver Ekman-Larsson,1,00:24:09,00:04:09,ARI,2018-11-15,2,2,1449.0,ARI,2.0,0.0,Insurance Goal
104,3,NSH,,Nick Bonino , Austin Watson,Roman Josi,1,00:52:09,00:12:09,ARI,2018-11-15,3,1,3129.0,ARI,2.0,1.0,Go-Ahead Goal
105,2,NSH,PP,Kyle Turris , Ryan Ellis,Roman Josi,4,00:23:18,00:03:18,NSH,2018-11-17,1,1,1398.0,NSH,1.0,0.0,Go-Ahead Goal
106,2,LAK,,Nate Thompson , Tyler Toffoli,Adrian Kempe,1,00:25:55,00:05:55,NSH,2018-11-17,2,1,1555.0,NSH,1.0,1.0,Tie
107,2,LAK,,Anze Kopitar , Dustin Brown,,5,00:26:14,00:06:14,NSH,2018-11-17,3,2,1574.0,NSH,1.0,2.0,Go-Ahead Goal
108,2,NSH,,Calle Jarnkrok , Ryan Ellis,,4,00:28:05,00:08:05,NSH,2018-11-17,4,2,1685.0,NSH,2.0,2.0,Tie
109,2,LAK,,Alex Iafallo , Anze Kopitar,Jake Muzzin,4,00:30:15,00:10:15,NSH,2018-11-17,5,3,1815.0,NSH,2.0,3.0,Go-Ahead Goal
110,3,NSH,PP,Calle Jarnkrok , Roman Josi,Colton Sissons,5,00:45:44,00:05:44,NSH,2018-11-17,6,3,2744.0,NSH,3.0,3.0,Tie
111,3,NSH,SH,Calle Jarnkrok ,,,6,00:51:54,00:11:54,NSH,2018-11-17,7,4,3114.0,NSH,4.0,3.0,Go-Ahead Goal
112,3,NSH,EN,Nick Bonino , Austin Watson,Colton Sissons,2,00:59:03,00:19:03,NSH,2018-11-17,8,5,3543.0,NSH,5.0,3.0,Insurance Goal
113,1,TBL,,Victor Hedman , Brayden Point,Erik Cernak,4,00:05:10,00:05:10,NSH,2018-11-19,1,1,310.0,NSH,0.0,1.0,Go-Ahead Goal
114,1,NSH,PP,Kyle Turris , Calle Jarnkrok,Mattias Ekholm,5,00:15:19,00:15:19,NSH,2018-11-19,2,1,919.0,NSH,1.0,1.0,Tie
115,2,NSH,,Filip Forsberg , Mattias Ekholm,Ryan Johansen,13,00:26:43,00:06:43,NSH,2018-11-19,3,2,1603.0,NSH,2.0,1.0,Go-Ahead Goal
116,2,NSH,,Ryan Johansen , Craig Smith,Roman Josi,4,00:30:16,00:10:16,NSH,2018-11-19,4,3,1816.0,NSH,3.0,1.0,Insurance Goal
117,3,TBL,,Nikita Kucherov , Brayden Point,Ryan McDonagh,8,00:43:25,00:03:25,NSH,2018-11-19,5,2,2605.0,NSH,3.0,2.0,Go-Ahead Goal
118,1,NSH,,Frederick Gaudreau , Anthony Bitetto,Yannick Weber,1,00:06:14,00:06:14,NSH,2018-11-21,1,1,374.0,NSH,1.0,0.0,Go-Ahead Goal
119,1,STL,,Robert Thomas , Brayden Schenn,,1,00:12:39,00:12:39,NSH,2018-11-21,2,1,759.0,NSH,1.0,1.0,Tie
120,2,NSH,SH,Filip Forsberg ,,,14,00:33:22,00:13:22,NSH,2018-11-21,3,2,2002.0,NSH,2.0,1.0,Go-Ahead Goal
121,3,NSH,,Austin Watson ,,,1,00:47:53,00:07:53,NSH,2018-11-21,4,3,2873.0,NSH,3.0,1.0,Insurance Goal
122,3,NSH,SHEN,Ryan Ellis ,,,1,00:54:48,00:14:48,NSH,2018-11-21,5,4,3288.0,NSH,4.0,1.0,Insurance Goal
123,1,STL,,Ivan Barbashev , Jordan Schmaltz,,2,00:09:26,00:09:26,STL,2018-11-23,1,1,566.0,STL,1.0,0.0,Go-Ahead Goal
124,1,STL,,Ryan O'Reilly , Sammy Blais,Alex Pietrangelo,11,00:13:09,00:13:09,STL,2018-11-23,2,2,789.0,STL,2.0,0.0,Insurance Goal
125,1,NSH,PP,Nick Bonino , Mattias Ekholm,Ryan Johansen,3,00:14:12,00:14:12,STL,2018-11-23,3,1,852.0,STL,2.0,1.0,Go-Ahead Goal
126,1,STL,,Brayden Schenn ,,,5,00:15:09,00:15:09,STL,2018-11-23,4,3,909.0,STL,3.0,1.0,Insurance Goal
127,2,STL,,Zach Sanford , Ryan O'Reilly,Vladimir Tarasenko,4,00:20:36,00:00:36,STL,2018-11-23,5,4,1236.0,STL,4.0,1.0,Insurance Goal
128,2,STL,,Robby Fabbri , Robert Thomas,,2,00:31:53,00:11:53,STL,2018-11-23,6,5,1913.0,STL,5.0,1.0,Insurance Goal
129,3,STL,,Alex Pietrangelo , Brayden Schenn,Robert Thomas,4,00:54:50,00:14:50,STL,2018-11-23,7,6,3290.0,STL,6.0,1.0,Insurance Goal
130,3,NSH,,Ryan Hartman , Kevin Fiala,Dan Hamhuis,6,00:56:13,00:16:13,STL,2018-11-23,8,2,3373.0,STL,6.0,2.0,Lead Shrink
131,1,NSH,,Austin Watson , Nick Bonino,Colton Sissons,2,00:11:04,00:11:04,NSH,2018-11-25,1,1,664.0,NSH,1.0,0.0,Go-Ahead Goal
132,2,ANA,PP,Adam Henrique , Rickard Rakell,Brandon Montour,6,00:22:38,00:02:38,NSH,2018-11-25,2,1,1358.0,NSH,1.0,1.0,Tie
133,2,NSH,,Nick Bonino , Colton Sissons,,4,00:25:38,00:05:38,NSH,2018-11-25,3,2,1538.0,NSH,2.0,1.0,Go-Ahead Goal
134,2,NSH,PP,Austin Watson , Roman Josi,Kevin Fiala,3,00:38:36,00:18:36,NSH,2018-11-25,4,3,2316.0,NSH,3.0,1.0,Insurance Goal
135,2,ANA,,Ondrej Kase , Marcus Pettersson,,3,00:39:52,00:19:52,NSH,2018-11-25,5,2,2392.0,NSH,3.0,2.0,Go-Ahead Goal
136,3,NSH,PP,Craig Smith , Filip Forsberg,Mattias Ekholm,6,00:42:52,00:02:52,NSH,2018-11-25,6,4,2572.0,NSH,4.0,2.0,Insurance Goal
137,3,NSH,EN,Austin Watson , Ryan Ellis,Roman Josi,4,00:58:54,00:18:54,NSH,2018-11-25,7,5,3534.0,NSH,5.0,2.0,Insurance Goal
138,1,NSH,,Ryan Hartman , Matt Irwin,Calle Jarnkrok,7,00:11:07,00:11:07,NSH,2018-11-27,1,1,667.0,COL,1.0,0.0,Go-Ahead Goal
139,1,COL,PP,Nathan MacKinnon , Mikko Rantanen,Samuel Girard,16,00:13:10,00:13:10,NSH,2018-11-27,2,1,790.0,COL,1.0,1.0,Tie
140,2,COL,,Nathan MacKinnon , Mikko Rantanen,Samuel Girard,17,00:26:22,00:06:22,NSH,2018-11-27,3,2,1582.0,COL,1.0,2.0,Go-Ahead Goal
141,2,NSH,,Kevin Fiala , Filip Forsberg,Roman Josi,3,00:29:06,00:09:06,NSH,2018-11-27,4,2,1746.0,COL,2.0,2.0,Tie
142,3,COL,PP,Tyson Jost , J.T. Compher,Carl Soderberg,4,00:45:07,00:05:07,NSH,2018-11-27,5,3,2707.0,COL,2.0,3.0,Go-Ahead Goal
143,2,ARI,,Clayton Keller , Nick Schmaltz,Alex Galchenyuk,7,00:21:40,00:01:40,NSH,2018-11-29,1,1,1300.0,ARI,0.0,1.0,Go-Ahead Goal
144,2,ARI,PP,Nick Schmaltz , Oliver Ekman-Larsson,,3,00:39:39,00:19:39,NSH,2018-11-29,2,2,2379.0,ARI,0.0,2.0,Insurance Goal
145,3,ARI,,Brad Richardson , Vinnie Hinostroza,Niklas Hjalmarsson,7,00:51:23,00:11:23,NSH,2018-11-29,3,3,3083.0,ARI,0.0,3.0,Insurance Goal
146,1,NSH,,Kevin Fiala , Ryan Johansen,Matt Irwin,4,00:02:11,00:02:11,NSH,2018-12-01,1,1,131.0,NSH,1.0,0.0,Go-Ahead Goal
147,1,NSH,,Eeli Tolvanen , Craig Smith,,1,00:03:32,00:03:32,NSH,2018-12-01,2,2,212.0,NSH,2.0,0.0,Insurance Goal
148,1,NSH,,Ryan Johansen , Kevin Fiala,Dan Hamhuis,5,00:04:11,00:04:11,NSH,2018-12-01,3,3,251.0,NSH,3.0,0.0,Insurance Goal
149,1,CHI,SH,Brandon Saad , Brent Seabrook,,8,00:12:20,00:12:20,NSH,2018-12-01,4,1,740.0,NSH,3.0,1.0,Lead Shrink
150,1,NSH,PP,Craig Smith , Mattias Ekholm,Eeli Tolvanen,7,00:13:35,00:13:35,NSH,2018-12-01,5,4,815.0,NSH,4.0,1.0,Insurance Goal
151,2,CHI,,Artem Anisimov , Brandon Manning,Patrick Kane,5,00:33:16,00:13:16,NSH,2018-12-01,6,2,1996.0,NSH,4.0,2.0,Lead Shrink
152,3,NSH,EN,Austin Watson ,,,5,00:57:06,00:17:06,NSH,2018-12-01,7,5,3426.0,NSH,5.0,2.0,Insurance Goal
153,1,NSH,PP,Ryan Ellis , Roman Josi,Ryan Johansen,2,00:16:25,00:16:25,NSH,2018-12-03,1,1,985.0,NSH,1.0,0.0,Go-Ahead Goal
154,2,BUF,,Sam Reinhart ,,,7,00:25:20,00:05:20,NSH,2018-12-03,2,1,1520.0,NSH,1.0,1.0,Tie
155,2,NSH,,Kevin Fiala , Craig Smith,Mattias Ekholm,5,00:36:34,00:16:34,NSH,2018-12-03,3,2,2194.0,NSH,2.0,1.0,Go-Ahead Goal
156,1,VAN,PP,Alexander Edler , Nikolay Goldobin,Elias Pettersson,2,00:07:48,00:07:48,VAN,2018-12-06,1,1,468.0,VAN,1.0,0.0,Go-Ahead Goal
157,1,VAN,,Bo Horvat , Jake Virtanen,Antoine Roussel,13,00:19:33,00:19:33,VAN,2018-12-06,2,2,1173.0,VAN,2.0,0.0,Insurance Goal
