,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact
364,2,BOS,PP,Brad Marchand , Torey Krug,Patrice Bergeron,28,00:30:11,00:10:11,BOS,2019-03-09,1,1,1811.0,BOS,1.0,0.0,Go-Ahead Goal
365,2,OTT,,Jean-Gabriel Pageau , Brady Tkachuk,,3,00:31:08,00:11:08,BOS,2019-03-09,2,1,1868.0,BOS,1.0,1.0,Tie
366,3,OTT,,Brady Tkachuk , Chris Tierney,,16,00:42:46,00:02:46,BOS,2019-03-09,3,2,2566.0,BOS,1.0,2.0,Go-Ahead Goal
367,3,BOS,,Chris Wagner , Torey Krug,Charlie McAvoy,11,00:48:47,00:08:47,BOS,2019-03-09,4,2,2927.0,BOS,2.0,2.0,Tie
368,3,BOS,,David Krejci , Danton Heinen,Matt Grzelcyk,18,00:59:15,00:19:15,BOS,2019-03-09,5,3,3555.0,BOS,3.0,2.0,Go-Ahead Goal
369,1,PIT,,Nick Bjugstad , Patric Hornqvist,Dominik Simon,10,00:01:33,00:01:33,PIT,2019-03-10,1,1,93.0,PIT,1.0,0.0,Go-Ahead Goal
370,1,PIT,SH,Jared McCann , Teddy Blueger,,15,00:13:54,00:13:54,PIT,2019-03-10,2,2,834.0,PIT,2.0,0.0,Insurance Goal
371,2,BOS,PP,David Krejci , Danton Heinen,Brad Marchand,19,00:24:32,00:04:32,PIT,2019-03-10,3,1,1472.0,PIT,2.0,1.0,Go-Ahead Goal
372,2,PIT,PP,Jake Guentzel , Sidney Crosby,Marcus Pettersson,34,00:36:32,00:16:32,PIT,2019-03-10,4,3,2192.0,PIT,3.0,1.0,Insurance Goal
373,3,BOS,,John Moore , Charlie Coyle,Danton Heinen,4,00:58:59,00:18:59,PIT,2019-03-10,5,2,3539.0,PIT,3.0,2.0,Go-Ahead Goal
374,3,PIT,EN,Jared McCann , Jake Guentzel,,16,00:59:39,00:19:39,PIT,2019-03-10,6,4,3579.0,PIT,4.0,2.0,Insurance Goal
375,1,BOS,SH,Patrice Bergeron , Brad Marchand,,26,00:04:00,00:04:00,CBJ,2019-03-12,1,1,240.0,CBJ,0.0,1.0,Go-Ahead Goal
376,1,CBJ,,Josh Anderson , Zach Werenski,Ryan Dzingel,23,00:07:19,00:07:19,CBJ,2019-03-12,2,1,439.0,CBJ,1.0,1.0,Tie
377,1,CBJ,,Ryan Dzingel , Zach Werenski,Seth Jones,23,00:14:18,00:14:18,CBJ,2019-03-12,3,2,858.0,CBJ,2.0,1.0,Go-Ahead Goal
378,1,CBJ,SH,Boone Jenner , Josh Anderson,,13,00:19:54,00:19:54,CBJ,2019-03-12,4,3,1194.0,CBJ,3.0,1.0,Insurance Goal
379,2,CBJ,,Matt Duchene , Ryan Dzingel,Josh Anderson,29,00:27:09,00:07:09,CBJ,2019-03-12,5,4,1629.0,CBJ,4.0,1.0,Insurance Goal
380,2,CBJ,,Boone Jenner , Riley Nash,Nick Foligno,14,00:28:09,00:08:09,CBJ,2019-03-12,6,5,1689.0,CBJ,5.0,1.0,Insurance Goal
381,2,BOS,,Brad Marchand , Charlie McAvoy,David Backes,29,00:33:07,00:13:07,CBJ,2019-03-12,7,2,1987.0,CBJ,5.0,2.0,Lead Shrink
382,2,BOS,,Chris Wagner , Danton Heinen,,12,00:35:36,00:15:36,CBJ,2019-03-12,8,3,2136.0,CBJ,5.0,3.0,Lead Shrink
383,2,BOS,,Brad Marchand , Patrice Bergeron,,30,00:38:37,00:18:37,CBJ,2019-03-12,9,4,2317.0,CBJ,5.0,4.0,Go-Ahead Goal
384,3,CBJ,PP,Zach Werenski , Artemi Panarin,Josh Anderson,10,00:52:21,00:12:21,CBJ,2019-03-12,10,6,3141.0,CBJ,6.0,4.0,Insurance Goal
385,3,CBJ,EN,Boone Jenner , Riley Nash,Zach Werenski,15,00:59:13,00:19:13,CBJ,2019-03-12,11,7,3553.0,CBJ,7.0,4.0,Insurance Goal
386,1,WPG,,Blake Wheeler , Patrik Laine,Mark Scheifele,20,00:01:08,00:01:08,WPG,2019-03-14,1,1,68.0,WPG,1.0,0.0,Go-Ahead Goal
387,1,WPG,PP,Mark Scheifele , Patrik Laine,Blake Wheeler,33,00:11:24,00:11:24,WPG,2019-03-14,2,2,684.0,WPG,2.0,0.0,Insurance Goal
388,1,BOS,,Charlie McAvoy , David Krejci,,6,00:17:23,00:17:23,WPG,2019-03-14,3,1,1043.0,WPG,2.0,1.0,Go-Ahead Goal
389,2,BOS,,Joakim Nordstrom , Noel Acciari,Sean Kuraly,6,00:30:00,00:10:00,WPG,2019-03-14,4,2,1800.0,WPG,2.0,2.0,Tie
390,3,WPG,,Jacob Trouba , Mark Scheifele,,6,00:47:38,00:07:38,WPG,2019-03-14,5,3,2858.0,WPG,3.0,2.0,Go-Ahead Goal
391,3,WPG,,Nikolaj Ehlers ,,,18,00:53:02,00:13:02,WPG,2019-03-14,6,4,3182.0,WPG,4.0,2.0,Insurance Goal
392,3,BOS,,Charlie Coyle , Zdeno Chara,David Krejci,11,00:57:04,00:17:04,WPG,2019-03-14,7,3,3424.0,WPG,4.0,3.0,Go-Ahead Goal
393,1,BOS,PP,Patrice Bergeron , Brad Marchand,David Krejci,27,00:05:51,00:05:51,BOS,2019-03-16,1,1,351.0,BOS,1.0,0.0,Go-Ahead Goal
394,1,CBJ,,Matt Duchene , Markus Nutivaara,David Savard,30,00:16:52,00:16:52,BOS,2019-03-16,2,1,1012.0,BOS,1.0,1.0,Tie
395,1,BOS,,Brad Marchand , Patrice Bergeron,,31,00:03:30,00:03:30,BOS,2019-03-16,3,2,210.0,BOS,2.0,1.0,Go-Ahead Goal
396,1,BOS,,Sean Kuraly , Charlie McAvoy,,7,00:01:12,00:01:12,NYI,2019-03-19,1,1,72.0,BOS,0.0,1.0,Go-Ahead Goal
397,2,BOS,,Noel Acciari ,,,4,00:22:52,00:02:52,NYI,2019-03-19,2,2,1372.0,BOS,0.0,2.0,Insurance Goal
398,2,BOS,,Sean Kuraly , Danton Heinen,,8,00:36:17,00:16:17,NYI,2019-03-19,3,3,2177.0,BOS,0.0,3.0,Insurance Goal
399,3,BOS,,Patrice Bergeron , Joakim Nordstrom,John Moore,28,00:46:32,00:06:32,NYI,2019-03-19,4,4,2792.0,BOS,0.0,4.0,Insurance Goal
400,3,BOS,,Jake Debrusk ,,,23,00:50:20,00:10:20,NYI,2019-03-19,5,5,3020.0,BOS,0.0,5.0,Insurance Goal
401,1,BOS,,Patrice Bergeron , David Pastrnak,Brad Marchand,29,00:18:34,00:18:34,NJD,2019-03-21,1,1,1114.0,BOS,0.0,1.0,Go-Ahead Goal
402,2,BOS,,David Pastrnak , Brad Marchand,Patrice Bergeron,32,00:32:58,00:12:58,NJD,2019-03-21,2,2,1978.0,BOS,0.0,2.0,Insurance Goal
403,2,NJD,,Drew Stafford , Pavel Zacha,,3,00:34:51,00:14:51,NJD,2019-03-21,3,1,2091.0,BOS,1.0,2.0,Go-Ahead Goal
404,3,BOS,,Danton Heinen , Sean Kuraly,,10,00:40:29,00:00:29,NJD,2019-03-21,4,3,2429.0,BOS,1.0,3.0,Insurance Goal
405,3,BOS,EN,Patrice Bergeron , Brad Marchand,David Krejci,30,00:58:42,00:18:42,NJD,2019-03-21,5,4,3522.0,BOS,1.0,4.0,Insurance Goal
406,3,BOS,,David Backes , Noel Acciari,,6,00:59:38,00:19:38,NJD,2019-03-21,6,5,3578.0,BOS,1.0,5.0,Insurance Goal
407,1,BOS,,Noel Acciari , David Backes,Connor Clifton,5,00:02:23,00:02:23,FLA,2019-03-23,1,1,143.0,BOS,0.0,1.0,Go-Ahead Goal
408,2,BOS,,Brad Marchand , Patrice Bergeron,,32,00:20:28,00:00:28,FLA,2019-03-23,2,2,1228.0,BOS,0.0,2.0,Insurance Goal
409,2,FLA,,Jayce Hawryluk , Mike Hoffman,,5,00:20:52,00:00:52,FLA,2019-03-23,3,1,1252.0,BOS,1.0,2.0,Go-Ahead Goal
410,2,BOS,,Zdeno Chara , Danton Heinen,Charlie Coyle,5,00:25:05,00:05:05,FLA,2019-03-23,4,3,1505.0,BOS,1.0,3.0,Insurance Goal
411,2,BOS,,Karson Kuhlman ,,,2,00:26:38,00:06:38,FLA,2019-03-23,5,4,1598.0,BOS,1.0,4.0,Insurance Goal
412,2,FLA,,Mike Hoffman , MacKenzie Weegar,Josh Brown,35,00:30:04,00:10:04,FLA,2019-03-23,6,2,1804.0,BOS,2.0,4.0,Lead Shrink
413,2,BOS,PP,Steven Kampfer , Danton Heinen,John Moore,3,00:35:48,00:15:48,FLA,2019-03-23,7,5,2148.0,BOS,2.0,5.0,Insurance Goal
414,2,BOS,,David Pastrnak , Zdeno Chara,Jaroslav Halak,33,00:36:36,00:16:36,FLA,2019-03-23,8,6,2196.0,BOS,2.0,6.0,Insurance Goal
415,3,FLA,PP,Vincent Trocheck , Aaron Ekblad,Henrik Borgström,8,00:43:57,00:03:57,FLA,2019-03-23,9,3,2637.0,BOS,3.0,6.0,Lead Shrink
416,3,BOS,EN,Patrice Bergeron , David Pastrnak,Brad Marchand,31,00:59:33,00:19:33,FLA,2019-03-23,10,7,3573.0,BOS,3.0,7.0,Insurance Goal
417,1,TBL,,Steven Stamkos , Ryan Callahan,Mikhail Sergachev,40,00:06:42,00:06:42,TBL,2019-03-25,1,1,402.0,TBL,1.0,0.0,Go-Ahead Goal
418,1,BOS,PP,Brad Marchand , David Pastrnak,Patrice Bergeron,33,00:08:30,00:08:30,TBL,2019-03-25,2,1,510.0,TBL,1.0,1.0,Tie
419,1,TBL,,Steven Stamkos , Victor Hedman,Mikhail Sergachev,41,00:14:58,00:14:58,TBL,2019-03-25,3,2,898.0,TBL,2.0,1.0,Go-Ahead Goal
420,2,BOS,,Charlie Coyle , David Backes,,12,00:28:42,00:08:42,TBL,2019-03-25,4,2,1722.0,TBL,2.0,2.0,Tie
421,2,BOS,,Brandon Carlo , David Krejci,Jake Debrusk,2,00:33:41,00:13:41,TBL,2019-03-25,5,3,2021.0,TBL,2.0,3.0,Go-Ahead Goal
422,2,BOS,,Brad Marchand , David Pastrnak,Patrice Bergeron,34,00:34:32,00:14:32,TBL,2019-03-25,6,4,2072.0,TBL,2.0,4.0,Insurance Goal
423,3,TBL,,Victor Hedman , Steven Stamkos,J.T. Miller,12,00:45:36,00:05:36,TBL,2019-03-25,7,3,2736.0,TBL,3.0,4.0,Go-Ahead Goal
424,3,TBL,,Nikita Kucherov , Steven Stamkos,,38,00:53:15,00:13:15,TBL,2019-03-25,8,4,3195.0,TBL,4.0,4.0,Tie
425,3,TBL,,Anthony Cirelli , Mathieu Joseph,Ryan McDonagh,18,00:59:07,00:19:07,TBL,2019-03-25,9,5,3547.0,TBL,5.0,4.0,Go-Ahead Goal
426,1,BOS,PP,David Pastrnak , Brad Marchand,Patrice Bergeron,34,00:02:48,00:02:48,BOS,2019-03-27,1,1,168.0,BOS,1.0,0.0,Go-Ahead Goal
427,1,NYR,PP,Mika Zibanejad , Ryan Strome,Pavel Buchnevich,29,00:16:29,00:16:29,BOS,2019-03-27,2,1,989.0,BOS,1.0,1.0,Tie
428,2,BOS,,David Pastrnak , David Krejci,Torey Krug,35,00:29:15,00:09:15,BOS,2019-03-27,3,2,1755.0,BOS,2.0,1.0,Go-Ahead Goal
429,3,BOS,,Jake Debrusk , David Pastrnak,David Krejci,24,00:43:19,00:03:19,BOS,2019-03-27,4,3,2599.0,BOS,3.0,1.0,Insurance Goal
430,3,NYR,,Ryan Strome , Brett Howden,Brady Skjei,16,00:45:43,00:05:43,BOS,2019-03-27,5,2,2743.0,BOS,3.0,2.0,Go-Ahead Goal
431,3,BOS,PP,David Pastrnak , Torey Krug,Brad Marchand,36,00:52:52,00:12:52,BOS,2019-03-27,6,4,3172.0,BOS,4.0,2.0,Insurance Goal
432,3,BOS,PP,Patrice Bergeron , David Pastrnak,Brad Marchand,32,00:56:23,00:16:23,BOS,2019-03-27,7,5,3383.0,BOS,5.0,2.0,Insurance Goal
433,3,BOS,PP,Charlie McAvoy , Zdeno Chara,Charlie Coyle,7,00:57:12,00:17:12,BOS,2019-03-27,8,6,3432.0,BOS,6.0,2.0,Insurance Goal
434,3,NYR,PP,Mika Zibanejad , Vladislav Namestnikov,Anthony DeAngelo,30,00:59:56,00:19:56,BOS,2019-03-27,9,3,3596.0,BOS,6.0,3.0,Lead Shrink
435,1,FLA,,Riley Sheahan , Dryden Hunt,Keith Yandle,9,00:13:37,00:13:37,BOS,2019-03-30,1,1,817.0,FLA,0.0,1.0,Go-Ahead Goal
436,1,FLA,,Evgenii Dadonov , Aaron Ekblad,Jonathan Huberdeau,27,00:15:44,00:15:44,BOS,2019-03-30,2,2,944.0,FLA,0.0,2.0,Insurance Goal
437,2,BOS,,Noel Acciari , Torey Krug,Joakim Nordstrom,6,00:33:12,00:13:12,BOS,2019-03-30,3,1,1992.0,FLA,1.0,2.0,Go-Ahead Goal
438,2,FLA,SH,Troy Brouwer , Mike Matheson,,11,00:34:19,00:14:19,BOS,2019-03-30,4,3,2059.0,FLA,1.0,3.0,Insurance Goal
439,3,FLA,EN,Evgenii Dadonov , Jonathan Huberdeau,Aleksander Barkov,28,00:57:41,00:17:41,BOS,2019-03-30,5,4,3461.0,FLA,1.0,4.0,Insurance Goal
440,1,DET,,Anthony Mantha , Dylan Larkin,Tyler Bertuzzi,20,00:10:26,00:10:26,DET,2019-03-31,1,1,626.0,DET,1.0,0.0,Go-Ahead Goal
441,1,DET,PP,Anthony Mantha , Niklas Kronwall,Tyler Bertuzzi,21,00:19:59,00:19:59,DET,2019-03-31,2,2,1199.0,DET,2.0,0.0,Insurance Goal
442,2,BOS,,Jake Debrusk , David Krejci,Charlie McAvoy,25,00:22:01,00:02:01,DET,2019-03-31,3,1,1321.0,DET,2.0,1.0,Go-Ahead Goal
443,2,BOS,SH,Brad Marchand , Patrice Bergeron,Brandon Carlo,35,00:29:50,00:09:50,DET,2019-03-31,4,2,1790.0,DET,2.0,2.0,Tie
444,2,BOS,,David Backes , Kevan Miller,David Krejci,7,00:39:00,00:19:00,DET,2019-03-31,5,3,2340.0,DET,2.0,3.0,Go-Ahead Goal
445,3,DET,PP,Anthony Mantha , Tyler Bertuzzi,Andreas Athanasiou,22,00:41:17,00:01:17,DET,2019-03-31,6,3,2477.0,DET,3.0,3.0,Tie
446,3,DET,,Taro Hirose , Andreas Athanasiou,Niklas Kronwall,1,00:41:25,00:01:25,DET,2019-03-31,7,4,2485.0,DET,4.0,3.0,Go-Ahead Goal
447,3,DET,,Filip Hronek , Anthony Mantha,,5,00:52:03,00:12:03,DET,2019-03-31,8,5,3123.0,DET,5.0,3.0,Insurance Goal
448,3,DET,EN,Dylan Larkin , Anthony Mantha,Filip Hronek,32,00:59:02,00:19:02,DET,2019-03-31,9,6,3542.0,DET,6.0,3.0,Insurance Goal
449,1,BOS,,Jake Debrusk , David Krejci,Torey Krug,26,00:01:58,00:01:58,CBJ,2019-04-02,1,1,118.0,BOS,0.0,1.0,Go-Ahead Goal
450,1,BOS,,Marcus Johansson , Charlie Coyle,Chris Wagner,13,00:17:27,00:17:27,CBJ,2019-04-02,2,2,1047.0,BOS,0.0,2.0,Insurance Goal
451,2,BOS,,Brad Marchand ,,,36,00:35:14,00:15:14,CBJ,2019-04-02,3,3,2114.0,BOS,0.0,3.0,Insurance Goal
452,2,BOS,,Jake Debrusk , Karson Kuhlman,David Krejci,27,00:36:00,00:16:00,CBJ,2019-04-02,4,4,2160.0,BOS,0.0,4.0,Insurance Goal
453,3,BOS,,David Pastrnak , Patrice Bergeron,Brad Marchand,37,00:40:34,00:00:34,CBJ,2019-04-02,5,5,2434.0,BOS,0.0,5.0,Insurance Goal
454,3,CBJ,PP,Oliver Bjorkstrand , Seth Jones,Josh Anderson,22,00:45:51,00:05:51,CBJ,2019-04-02,6,1,2751.0,BOS,1.0,5.0,Lead Shrink
455,3,CBJ,PP,Matt Duchene , Artemi Panarin,Cam Atkinson,31,00:49:14,00:09:14,CBJ,2019-04-02,7,2,2954.0,BOS,2.0,5.0,Lead Shrink
456,3,BOS,,Karson Kuhlman , Jake Debrusk,Torey Krug,3,00:50:28,00:10:28,CBJ,2019-04-02,8,6,3028.0,BOS,2.0,6.0,Insurance Goal
457,2,BOS,,Joakim Nordstrom , Noel Acciari,Matt Grzelcyk,7,00:28:21,00:08:21,MIN,2019-04-04,1,1,1701.0,BOS,0.0,1.0,Go-Ahead Goal
458,3,BOS,,David Pastrnak , Jake Debrusk,Brandon Carlo,38,00:57:15,00:17:15,MIN,2019-04-04,2,2,3435.0,BOS,0.0,2.0,Insurance Goal
459,3,BOS,EN,Zachary Senyshyn , Marcus Johansson,Steven Kampfer,1,00:57:51,00:17:51,MIN,2019-04-04,3,3,3471.0,BOS,0.0,3.0,Insurance Goal
460,1,BOS,,David Krejci , Charlie McAvoy,David Pastrnak,20,00:14:38,00:14:38,BOS,2019-04-06,1,1,878.0,TBL,1.0,0.0,Go-Ahead Goal
461,1,BOS,,Danton Heinen , Steven Kampfer,,11,00:19:40,00:19:40,BOS,2019-04-06,2,2,1180.0,TBL,2.0,0.0,Insurance Goal
462,2,TBL,PP,Erik Cernak , J.T. Miller,Yanni Gourde,5,00:24:41,00:04:41,BOS,2019-04-06,3,1,1481.0,TBL,2.0,1.0,Go-Ahead Goal
463,2,TBL,SH,Steven Stamkos ,,,45,00:32:52,00:12:52,BOS,2019-04-06,4,2,1972.0,TBL,2.0,2.0,Tie
464,2,TBL,,Anthony Cirelli , J.T. Miller,Braydon Coburn,19,00:36:59,00:16:59,BOS,2019-04-06,5,3,2219.0,TBL,2.0,3.0,Go-Ahead Goal
465,3,TBL,,Nikita Kucherov , Ryan McDonagh,,41,00:40:53,00:00:53,BOS,2019-04-06,6,4,2453.0,TBL,2.0,4.0,Insurance Goal
466,3,BOS,,Matt Grzelcyk , David Pastrnak,David Krejci,3,00:54:03,00:14:03,BOS,2019-04-06,7,3,3243.0,TBL,3.0,4.0,Go-Ahead Goal
467,3,TBL,,Braydon Coburn , Anthony Cirelli,Dan Girardi,4,00:54:16,00:14:16,BOS,2019-04-06,8,5,3256.0,TBL,3.0,5.0,Insurance Goal
468,3,TBL,EN,Tyler Johnson , Ondrej Palat,Nikita Kucherov,29,00:58:34,00:18:34,BOS,2019-04-06,9,6,3514.0,TBL,3.0,6.0,Insurance Goal
469,1,FLA,,Jacob MacDonald , Vincent Trocheck,Jonathan Huberdeau,1,00:05:58,00:05:58,TBL,2018-10-06,1,1,358.0,Shootout,0.0,1.0,Go-Ahead Goal
470,3,TBL,SH,Anthony Cirelli , Ryan McDonagh,,1,00:50:45,00:10:45,TBL,2018-10-06,2,1,3045.0,Shootout,1.0,1.0,Tie
471,1,TBL,,Brayden Point , Yanni Gourde,Braydon Coburn,1,00:16:36,00:16:36,TBL,2018-10-11,1,1,996.0,VAN,1.0,0.0,Go-Ahead Goal
472,3,VAN,,Elias Pettersson , Derrick Pouliot,Troy Stecher,4,00:51:07,00:11:07,TBL,2018-10-11,2,1,3067.0,VAN,1.0,1.0,Tie
473,3,VAN,,Brock Boeser ,,,1,00:52:17,00:12:17,TBL,2018-10-11,3,2,3137.0,VAN,1.0,2.0,Go-Ahead Goal
474,3,VAN,EN,Jake Virtanen ,,,2,00:58:48,00:18:48,TBL,2018-10-11,4,3,3528.0,VAN,1.0,3.0,Insurance Goal
475,3,VAN,EN,Markus Granlund , Jake Virtanen,,1,00:59:52,00:19:52,TBL,2018-10-11,5,4,3592.0,VAN,1.0,4.0,Insurance Goal
476,1,TBL,,Victor Hedman , Tyler Johnson,Nikita Kucherov,1,00:01:00,00:01:00,TBL,2018-10-13,1,1,60.0,TBL,1.0,0.0,Go-Ahead Goal
477,1,TBL,,Cedric Paquette , Yanni Gourde,,1,00:11:17,00:11:17,TBL,2018-10-13,2,2,677.0,TBL,2.0,0.0,Insurance Goal
478,1,TBL,PP,Yanni Gourde , Mikhail Sergachev,Tyler Johnson,1,00:18:37,00:18:37,TBL,2018-10-13,3,3,1117.0,TBL,3.0,0.0,Insurance Goal
479,2,CBJ,,Josh Anderson , Alexander Wennberg,Ryan Murray,3,00:28:14,00:08:14,TBL,2018-10-13,4,1,1694.0,TBL,3.0,1.0,Lead Shrink
480,2,CBJ,,Oliver Bjorkstrand ,,,1,00:35:51,00:15:51,TBL,2018-10-13,5,2,2151.0,TBL,3.0,2.0,Go-Ahead Goal
481,2,TBL,,Brayden Point ,,,2,00:39:15,00:19:15,TBL,2018-10-13,6,4,2355.0,TBL,4.0,2.0,Insurance Goal
482,3,TBL,PP,Brayden Point , J.T. Miller,Mikhail Sergachev,3,00:41:40,00:01:40,TBL,2018-10-13,7,5,2500.0,TBL,5.0,2.0,Insurance Goal
483,3,TBL,PP,Alex Killorn , Steven Stamkos,J.T. Miller,1,00:47:12,00:07:12,TBL,2018-10-13,8,6,2832.0,TBL,6.0,2.0,Insurance Goal
484,3,TBL,,Nikita Kucherov , Ondrej Palat,Braydon Coburn,1,00:53:02,00:13:02,TBL,2018-10-13,9,7,3182.0,TBL,7.0,2.0,Insurance Goal
485,3,TBL,PP,J.T. Miller , Brayden Point,Anton Stralman,1,00:59:59,00:19:59,TBL,2018-10-13,10,8,3599.0,TBL,8.0,2.0,Insurance Goal
486,1,CAR,,Micheal Ferland , Teuvo Teravainen,Sebastian Aho,4,00:10:25,00:10:25,TBL,2018-10-16,1,1,625.0,TBL,0.0,1.0,Go-Ahead Goal
487,1,TBL,SH,Tyler Johnson , Mathieu Joseph,Dan Girardi,1,00:12:42,00:12:42,TBL,2018-10-16,2,1,762.0,TBL,1.0,1.0,Tie
488,2,TBL,,Tyler Johnson , Adam Erne,J.T. Miller,2,00:26:07,00:06:07,TBL,2018-10-16,3,2,1567.0,TBL,2.0,1.0,Go-Ahead Goal
489,2,CAR,,Martin Necas , Warren Foegele,Valentin Zykov,1,00:32:48,00:12:48,TBL,2018-10-16,4,2,1968.0,TBL,2.0,2.0,Tie
490,3,TBL,PP,Yanni Gourde , Ondrej Palat,,2,00:47:02,00:07:02,TBL,2018-10-16,5,3,2822.0,TBL,3.0,2.0,Go-Ahead Goal
491,3,TBL,EN,Tyler Johnson , Nikita Kucherov,Dan Girardi,3,00:58:04,00:18:04,TBL,2018-10-16,6,4,3484.0,TBL,4.0,2.0,Insurance Goal
492,1,TBL,,Brayden Point , Yanni Gourde,Ondrej Palat,4,00:07:33,00:07:33,TBL,2018-10-18,1,1,453.0,TBL,1.0,0.0,Go-Ahead Goal
493,2,DET,,Luke Glendening , Trevor Daley,Justin Abdelkader,1,00:26:20,00:06:20,TBL,2018-10-18,2,1,1580.0,TBL,1.0,1.0,Tie
494,2,TBL,,Steven Stamkos , Nikita Kucherov,Mikhail Sergachev,1,00:35:19,00:15:19,TBL,2018-10-18,3,2,2119.0,TBL,2.0,1.0,Go-Ahead Goal
495,3,TBL,EN,Alex Killorn , Ryan McDonagh,,2,00:58:53,00:18:53,TBL,2018-10-18,4,3,3533.0,TBL,3.0,1.0,Insurance Goal
496,1,TBL,,Ryan Callahan , Anton Stralman,J.T. Miller,1,00:02:23,00:02:23,MIN,2018-10-20,1,1,143.0,MIN,0.0,1.0,Go-Ahead Goal
497,1,TBL,,Yanni Gourde , Ryan McDonagh,Steven Stamkos,3,00:10:50,00:10:50,MIN,2018-10-20,2,2,650.0,MIN,0.0,2.0,Insurance Goal
498,1,MIN,,Charlie Coyle , Nino Niederreiter,,2,00:13:23,00:13:23,MIN,2018-10-20,3,1,803.0,MIN,1.0,2.0,Go-Ahead Goal
499,1,TBL,PP,J.T. Miller , Victor Hedman,Nikita Kucherov,2,00:15:15,00:15:15,MIN,2018-10-20,4,3,915.0,MIN,1.0,3.0,Insurance Goal
500,2,MIN,,Marcus Foligno , Eric Fehr,J.T. Brown,1,00:23:49,00:03:49,MIN,2018-10-20,5,2,1429.0,MIN,2.0,3.0,Go-Ahead Goal
501,3,MIN,,Zach Parise , Mikko Koivu,Jared Spurgeon,3,00:50:45,00:10:45,MIN,2018-10-20,6,3,3045.0,MIN,3.0,3.0,Tie
502,3,MIN,,Jason Zucker , Mathew Dumba,,4,00:53:13,00:13:13,MIN,2018-10-20,7,4,3193.0,MIN,4.0,3.0,Go-Ahead Goal
503,3,TBL,,Anton Stralman , Yanni Gourde,Ondrej Palat,1,00:55:02,00:15:02,MIN,2018-10-20,8,4,3302.0,MIN,4.0,4.0,Tie
504,1,MIN,,Mikael Granlund , Charlie Coyle,Alex Stalock,3,00:03:43,00:03:43,MIN,2018-10-20,9,5,223.0,MIN,5.0,4.0,Go-Ahead Goal
505,1,TBL,,Nikita Kucherov , Victor Hedman,,2,00:03:21,00:03:21,CHI,2018-10-21,1,1,201.0,TBL,0.0,1.0,Go-Ahead Goal
506,1,CHI,,Alexandre Fortin , Jan Rutta,Duncan Keith,1,00:11:40,00:11:40,CHI,2018-10-21,2,1,700.0,TBL,1.0,1.0,Tie
507,2,TBL,,Anthony Cirelli , Brayden Point,Ryan McDonagh,2,00:24:22,00:04:22,CHI,2018-10-21,3,2,1462.0,TBL,1.0,2.0,Go-Ahead Goal
508,2,TBL,PP,Yanni Gourde , Ondrej Palat,Brayden Point,4,00:32:07,00:12:07,CHI,2018-10-21,4,3,1927.0,TBL,1.0,3.0,Insurance Goal
509,2,TBL,,Brayden Point , Nikita Kucherov,,5,00:34:01,00:14:01,CHI,2018-10-21,5,4,2041.0,TBL,1.0,4.0,Insurance Goal
510,3,TBL,,Victor Hedman , Dan Girardi,J.T. Miller,2,00:50:03,00:10:03,CHI,2018-10-21,6,5,3003.0,TBL,1.0,5.0,Insurance Goal
511,3,CHI,,David Kampf , Jan Rutta,Brandon Davidson,1,00:55:17,00:15:17,CHI,2018-10-21,7,2,3317.0,TBL,2.0,5.0,Lead Shrink
512,3,CHI,PP,Nick Schmaltz , Patrick Kane,Brent Seabrook,1,00:56:12,00:16:12,CHI,2018-10-21,8,3,3372.0,TBL,3.0,5.0,Lead Shrink
513,3,TBL,EN,Ryan Callahan , J.T. Miller,,2,00:57:55,00:17:55,CHI,2018-10-21,9,6,3475.0,TBL,3.0,6.0,Insurance Goal
514,3,TBL,PP,Nikita Kucherov , Steven Stamkos,,3,00:46:24,00:06:24,COL,2018-10-24,1,1,2784.0,TBL,0.0,1.0,Go-Ahead Goal
515,1,TBL,,Tyler Johnson ,,,4,00:03:05,00:03:05,VEG,2018-10-26,1,1,185.0,TBL,0.0,1.0,Go-Ahead Goal
516,1,VEG,,Shea Theodore , Ryan Carpenter,,1,00:05:31,00:05:31,VEG,2018-10-26,2,1,331.0,TBL,1.0,1.0,Tie
517,1,TBL,,Brayden Point , Steven Stamkos,Nikita Kucherov,6,00:16:38,00:16:38,VEG,2018-10-26,3,2,998.0,TBL,1.0,2.0,Go-Ahead Goal
518,2,TBL,PP,J.T. Miller , Alex Killorn,Mikhail Sergachev,3,00:24:47,00:04:47,VEG,2018-10-26,4,3,1487.0,TBL,1.0,3.0,Insurance Goal
519,3,VEG,PP,William Karlsson , Alex Tuch,,3,00:41:47,00:01:47,VEG,2018-10-26,5,2,2507.0,TBL,2.0,3.0,Go-Ahead Goal
520,1,ARI,,Jordan Oesterle , Brad Richardson,Vinnie Hinostroza,1,00:06:55,00:06:55,ARI,2018-10-27,1,1,415.0,ARI,1.0,0.0,Go-Ahead Goal
521,1,ARI,,Clayton Keller , Jason Demers,Alex Galchenyuk,5,00:08:51,00:08:51,ARI,2018-10-27,2,2,531.0,ARI,2.0,0.0,Insurance Goal
