,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact
1509,3,VEG,,Paul Stastny , Max Pacioretty,Colin Miller,13,00:48:52,00:08:52,VEG,2019-03-29,5,2,2932.0,MIN,2.0,3.0,Go-Ahead Goal
1517,1,VEG,,Cody Eakin , Brandon Pirri,Alex Tuch,22,00:15:27,00:15:27,VEG,2019-04-01,1,1,927.0,VEG,1.0,0.0,Go-Ahead Goal
1518,2,VEG,,Jon Marchessault ,,,25,00:20:51,00:00:51,VEG,2019-04-01,2,2,1251.0,VEG,2.0,0.0,Insurance Goal
1519,2,EDM,,Connor McDavid , Zack Kassian,Leon Draisaitl,41,00:24:01,00:04:01,VEG,2019-04-01,3,1,1441.0,VEG,2.0,1.0,Go-Ahead Goal
1520,3,VEG,SHEN,Pierre-Edouard Bellemare , William Karlsson,Brayden McNabb,6,00:59:53,00:19:53,VEG,2019-04-01,4,3,3593.0,VEG,3.0,1.0,Insurance Goal
1521,1,VEG,,Mark Stone , Paul Stastny,,33,00:16:26,00:16:26,VEG,2019-04-04,1,1,986.0,ARI,1.0,0.0,Go-Ahead Goal
1522,1,ARI,,Richard Panik , Clayton Keller,Christian Dvorak,14,00:17:23,00:17:23,VEG,2019-04-04,2,1,1043.0,ARI,1.0,1.0,Tie
1523,2,ARI,,Derek Stepan , Lawson Crouse,,14,00:28:24,00:08:24,VEG,2019-04-04,3,2,1704.0,ARI,1.0,2.0,Go-Ahead Goal
1524,2,ARI,,Derek Stepan , Lawson Crouse,Jason Demers,15,00:36:55,00:16:55,VEG,2019-04-04,4,3,2215.0,ARI,1.0,3.0,Insurance Goal
1525,3,ARI,,Conor Garland ,,,13,00:52:09,00:12:09,VEG,2019-04-04,5,4,3129.0,ARI,1.0,4.0,Insurance Goal
1526,1,LAK,,Ilya Kovalchuk ,,,15,00:12:14,00:12:14,LAK,2019-04-06,1,1,734.0,LAK,1.0,0.0,Go-Ahead Goal
1527,1,LAK,,Jeff Carter , Kyle Clifford,,13,00:15:00,00:15:00,LAK,2019-04-06,2,2,900.0,LAK,2.0,0.0,Insurance Goal
1528,2,LAK,,Matt Roy , Dustin Brown,Alex Iafallo,2,00:30:35,00:10:35,LAK,2019-04-06,3,3,1835.0,LAK,3.0,0.0,Insurance Goal
1529,2,VEG,,Brandon Pirri , Cody Eakin,Deryk Engelland,12,00:30:51,00:10:51,LAK,2019-04-06,4,1,1851.0,LAK,3.0,1.0,Lead Shrink
1530,2,VEG,,Valentin Zykov , Jimmy Schuldt,Jon Marchessault,2,00:33:09,00:13:09,LAK,2019-04-06,5,2,1989.0,LAK,3.0,2.0,Go-Ahead Goal
1531,3,LAK,PP,Anze Kopitar , Dustin Brown,Carl Grundstrom,22,00:48:52,00:08:52,LAK,2019-04-06,6,4,2932.0,LAK,4.0,2.0,Insurance Goal
1532,3,LAK,EN,Ilya Kovalchuk , Anze Kopitar,,16,00:59:05,00:19:05,LAK,2019-04-06,7,5,3545.0,LAK,5.0,2.0,Insurance Goal
1533,2,DAL,,Devin Shore , Radek Faksa,Connor Carrick,1,00:24:21,00:04:21,DAL,2018-10-04,1,1,1461.0,DAL,1.0,0.0,Go-Ahead Goal
1534,2,DAL,,Alexander Radulov , Jamie Benn,Connor Carrick,1,00:24:49,00:04:49,DAL,2018-10-04,2,2,1489.0,DAL,2.0,0.0,Insurance Goal
1535,2,DAL,,John Klingberg , Esa Lindell,Jamie Benn,1,00:25:57,00:05:57,DAL,2018-10-04,3,3,1557.0,DAL,3.0,0.0,Insurance Goal
1536,2,ANA,,Max Comtois , Cam Fowler,Jakob Silfverberg,2,00:39:28,00:19:28,ARI,2018-10-06,1,1,2368.0,ANA,0.0,1.0,Go-Ahead Goal
1537,1,ANA,,Ryan Kesler , Andrew Cogliano,Hampus Lindholm,1,00:05:52,00:05:52,ANA,2018-10-10,1,1,352.0,Shootout,1.0,0.0,Go-Ahead Goal
1538,1,ARI,PP,Dylan Strome , Clayton Keller,Richard Panik,1,00:17:33,00:17:33,ANA,2018-10-10,2,1,1053.0,Shootout,1.0,1.0,Tie
1539,2,ARI,SH,Brad Richardson , Michael Grabner,Niklas Hjalmarsson,1,00:25:24,00:05:24,ANA,2018-10-10,3,2,1524.0,Shootout,1.0,2.0,Go-Ahead Goal
1540,2,ANA,,Ben Street , Marcus Pettersson,,1,00:34:39,00:14:39,ANA,2018-10-10,4,2,2079.0,Shootout,2.0,2.0,Tie
1541,1,BUF,,Rasmus Dahlin , Jeff Skinner,Evan Rodrigues,1,00:02:45,00:02:45,ARI,2018-10-13,1,1,165.0,BUF,0.0,1.0,Go-Ahead Goal
1542,1,BUF,PP,Conor Sheary , Sam Reinhart,Jack Eichel,3,00:18:06,00:18:06,ARI,2018-10-13,2,2,1086.0,BUF,0.0,2.0,Insurance Goal
1543,3,BUF,,Jeff Skinner , Rasmus Ristolainen,,1,00:56:29,00:16:29,ARI,2018-10-13,3,3,3389.0,BUF,0.0,3.0,Insurance Goal
1544,1,ARI,PP,Brendan Perlini , Jordan Oesterle,Vinnie Hinostroza,1,00:13:12,00:13:12,MIN,2018-10-16,1,1,792.0,MIN,0.0,1.0,Go-Ahead Goal
1545,2,MIN,,Mikael Granlund , Jared Spurgeon,,2,00:23:40,00:03:40,MIN,2018-10-16,2,1,1420.0,MIN,1.0,1.0,Tie
1546,3,MIN,,Eric Staal , Jason Zucker,Ryan Suter,2,00:46:18,00:06:18,MIN,2018-10-16,3,2,2778.0,MIN,2.0,1.0,Go-Ahead Goal
1547,1,ARI,,Lawson Crouse , Clayton Keller,Jordan Oesterle,1,00:11:43,00:11:43,CHI,2018-10-18,1,1,703.0,ARI,0.0,1.0,Go-Ahead Goal
1548,2,CHI,,Erik Gustafsson , Jonathan Toews,Alex DeBrincat,1,00:26:34,00:06:34,CHI,2018-10-18,2,1,1594.0,ARI,1.0,1.0,Tie
1549,2,ARI,,Vinnie Hinostroza , Oliver Ekman-Larsson,Jason Demers,1,00:28:37,00:08:37,CHI,2018-10-18,3,2,1717.0,ARI,1.0,2.0,Go-Ahead Goal
1550,3,ARI,,Clayton Keller ,,,1,00:54:22,00:14:22,CHI,2018-10-18,4,3,3262.0,ARI,1.0,3.0,Insurance Goal
1551,3,ARI,EN,Vinnie Hinostroza , Nick Cousins,Kevin Connauton,2,00:57:40,00:17:40,CHI,2018-10-18,5,4,3460.0,ARI,1.0,4.0,Insurance Goal
1552,1,ARI,,Christian Fischer , Oliver Ekman-Larsson,Nick Cousins,1,00:15:37,00:15:37,WPG,2018-10-20,1,1,937.0,WPG,0.0,1.0,Go-Ahead Goal
1553,1,WPG,,Adam Lowry , Josh Morrissey,Jacob Trouba,4,00:19:16,00:19:16,WPG,2018-10-20,2,1,1156.0,WPG,1.0,1.0,Tie
1554,2,WPG,,Tyler Myers , Jacob Trouba,,1,00:34:28,00:14:28,WPG,2018-10-20,3,2,2068.0,WPG,2.0,1.0,Go-Ahead Goal
1555,2,WPG,PP,Josh Morrissey , Mark Scheifele,Kyle Connor,1,00:37:34,00:17:34,WPG,2018-10-20,4,3,2254.0,WPG,3.0,1.0,Insurance Goal
1556,3,ARI,,Clayton Keller , Oliver Ekman-Larsson,Derek Stepan,2,00:43:50,00:03:50,WPG,2018-10-20,5,2,2630.0,WPG,3.0,2.0,Go-Ahead Goal
1557,3,WPG,,Mathieu Perreault , Jacob Trouba,Jack Roslovic,1,00:45:36,00:05:36,WPG,2018-10-20,6,4,2736.0,WPG,4.0,2.0,Insurance Goal
1558,3,ARI,,Clayton Keller , Oliver Ekman-Larsson,,3,00:51:53,00:11:53,WPG,2018-10-20,7,3,3113.0,WPG,4.0,3.0,Go-Ahead Goal
1559,3,WPG,EN,Blake Wheeler , Kyle Connor,Tyler Myers,2,00:59:18,00:19:18,WPG,2018-10-20,8,5,3558.0,WPG,5.0,3.0,Insurance Goal
1560,1,CBJ,,Pierre-Luc Dubois , Zach Werenski,Cam Atkinson,2,00:00:31,00:00:31,CBJ,2018-10-23,1,1,31.0,ARI,1.0,0.0,Go-Ahead Goal
1561,1,ARI,,Christian Fischer , Derek Stepan,,2,00:07:08,00:07:08,CBJ,2018-10-23,2,1,428.0,ARI,1.0,1.0,Tie
1562,1,ARI,PP,Dylan Strome , Vinnie Hinostroza,Jordan Oesterle,2,00:12:23,00:12:23,CBJ,2018-10-23,3,2,743.0,ARI,1.0,2.0,Go-Ahead Goal
1563,2,ARI,,Christian Fischer , Derek Stepan,Brendan Perlini,3,00:20:29,00:00:29,CBJ,2018-10-23,4,3,1229.0,ARI,1.0,3.0,Insurance Goal
1564,3,ARI,,Christian Fischer , Derek Stepan,,4,00:44:44,00:04:44,CBJ,2018-10-23,5,4,2684.0,ARI,1.0,4.0,Insurance Goal
1565,2,ARI,,Alex Goligoski , Oliver Ekman-Larsson,Nick Cousins,1,00:20:43,00:00:43,ARI,2018-10-25,1,1,1243.0,ARI,1.0,0.0,Go-Ahead Goal
1566,2,VAN,,Darren Archibald , Troy Stecher,Adam Gaudette,1,00:22:23,00:02:23,ARI,2018-10-25,2,1,1343.0,ARI,1.0,1.0,Tie
1567,3,ARI,,Clayton Keller , Alex Galchenyuk,,4,00:43:55,00:03:55,ARI,2018-10-25,3,2,2635.0,ARI,2.0,1.0,Go-Ahead Goal
1568,3,ARI,SH,Brad Richardson , Kevin Connauton,,2,00:52:16,00:12:16,ARI,2018-10-25,4,3,3136.0,ARI,3.0,1.0,Insurance Goal
1569,3,ARI,SHEN,Lawson Crouse , Michael Grabner,,2,00:58:00,00:18:00,ARI,2018-10-25,5,4,3480.0,ARI,4.0,1.0,Insurance Goal
1570,1,ARI,,Jordan Oesterle , Brad Richardson,Vinnie Hinostroza,1,00:06:55,00:06:55,ARI,2018-10-27,1,1,415.0,ARI,1.0,0.0,Go-Ahead Goal
1571,1,ARI,,Clayton Keller , Jason Demers,Alex Galchenyuk,5,00:08:51,00:08:51,ARI,2018-10-27,2,2,531.0,ARI,2.0,0.0,Insurance Goal
1572,1,ARI,,Derek Stepan , Brendan Perlini,Alex Goligoski,1,00:12:57,00:12:57,ARI,2018-10-27,3,3,777.0,ARI,3.0,0.0,Insurance Goal
1573,2,ARI,,Vinnie Hinostroza , Alex Goligoski,Antti Raanta,3,00:28:26,00:08:26,ARI,2018-10-27,4,4,1706.0,ARI,4.0,0.0,Insurance Goal
1574,2,ARI,SH,Michael Grabner , Brad Richardson,,1,00:31:48,00:11:48,ARI,2018-10-27,5,5,1908.0,ARI,5.0,0.0,Insurance Goal
1575,3,ARI,SH,Michael Grabner ,,,2,00:48:59,00:08:59,ARI,2018-10-27,6,6,2939.0,ARI,6.0,0.0,Insurance Goal
1576,3,TBL,PP,Adam Erne , Tyler Johnson,Yanni Gourde,1,00:49:27,00:09:27,ARI,2018-10-27,7,1,2967.0,ARI,6.0,1.0,Lead Shrink
1577,3,ARI,,Richard Panik ,,,1,00:52:50,00:12:50,ARI,2018-10-27,8,7,3170.0,ARI,7.0,1.0,Insurance Goal
1578,1,ARI,,Alex Galchenyuk ,,,1,00:04:09,00:04:09,ARI,2018-10-30,1,1,249.0,ARI,1.0,0.0,Go-Ahead Goal
1579,1,ARI,,Brad Richardson , Michael Grabner,Nick Cousins,3,00:06:33,00:06:33,ARI,2018-10-30,2,2,393.0,ARI,2.0,0.0,Insurance Goal
1580,1,ARI,SH,Derek Stepan , Alex Goligoski,,2,00:15:30,00:15:30,ARI,2018-10-30,3,3,930.0,ARI,3.0,0.0,Insurance Goal
1581,2,OTT,,Alex Formenton , Chris Wideman,Chris Tierney,1,00:28:20,00:08:20,ARI,2018-10-30,4,1,1700.0,ARI,3.0,1.0,Lead Shrink
1582,2,ARI,,Richard Panik ,,,2,00:28:42,00:08:42,ARI,2018-10-30,5,4,1722.0,ARI,4.0,1.0,Insurance Goal
1583,3,ARI,PP,Oliver Ekman-Larsson , Clayton Keller,Alex Galchenyuk,1,00:50:25,00:10:25,ARI,2018-10-30,6,5,3025.0,ARI,5.0,1.0,Insurance Goal
1584,1,ARI,SH,Brad Richardson , Alex Goligoski,,4,00:13:07,00:13:07,ARI,2018-11-02,1,1,787.0,ARI,1.0,0.0,Go-Ahead Goal
1585,1,ARI,PP,Brendan Perlini , Alex Goligoski,Oliver Ekman-Larsson,2,00:15:57,00:15:57,ARI,2018-11-02,2,2,957.0,ARI,2.0,0.0,Insurance Goal
1586,1,ARI,,Nick Cousins , Dylan Strome,Alex Goligoski,1,00:16:52,00:16:52,ARI,2018-11-02,3,3,1012.0,ARI,3.0,0.0,Insurance Goal
1587,2,CAR,,Jordan Martinook , Justin Faulk,Lucas Wallmark,4,00:30:34,00:10:34,ARI,2018-11-02,4,1,1834.0,ARI,3.0,1.0,Lead Shrink
1588,3,CAR,,Andrei Svechnikov , Jaccob Slavin,Trevor van Riemsdyk,3,00:53:42,00:13:42,ARI,2018-11-02,5,2,3222.0,ARI,3.0,2.0,Go-Ahead Goal
1589,3,CAR,,Jordan Staal , Brock McGinn,Justin Williams,5,00:54:22,00:14:22,ARI,2018-11-02,6,3,3262.0,ARI,3.0,3.0,Tie
1590,1,ARI,,Michael Grabner , Clayton Keller,,3,00:01:17,00:01:17,ARI,2018-11-02,7,4,77.0,ARI,4.0,3.0,Go-Ahead Goal
1591,1,PHI,,Claude Giroux , Sean Couturier,Shayne Gostisbehere,5,00:12:34,00:12:34,ARI,2018-11-05,1,1,754.0,PHI,0.0,1.0,Go-Ahead Goal
1592,1,PHI,PP,Shayne Gostisbehere , Claude Giroux,Travis Konecny,2,00:19:10,00:19:10,ARI,2018-11-05,2,2,1150.0,PHI,0.0,2.0,Insurance Goal
1593,2,ARI,PP,Alex Galchenyuk , Oliver Ekman-Larsson,Clayton Keller,2,00:21:14,00:01:14,ARI,2018-11-05,3,1,1274.0,PHI,1.0,2.0,Go-Ahead Goal
1594,2,PHI,,Sean Couturier ,,,5,00:37:05,00:17:05,ARI,2018-11-05,4,3,2225.0,PHI,1.0,3.0,Insurance Goal
1595,3,PHI,,Claude Giroux , Wayne Simmonds,,6,00:46:35,00:06:35,ARI,2018-11-05,5,4,2795.0,PHI,1.0,4.0,Insurance Goal
1596,3,ARI,,Richard Panik , Michael Grabner,Kevin Connauton,3,00:54:04,00:14:04,ARI,2018-11-05,6,2,3244.0,PHI,2.0,4.0,Lead Shrink
1597,3,PHI,EN,Oskar Lindblom , Nolan Patrick,Jakub Voracek,4,00:58:11,00:18:11,ARI,2018-11-05,7,5,3491.0,PHI,2.0,5.0,Insurance Goal
1598,1,PHI,,Travis Konecny , Claude Giroux,Sean Couturier,3,00:01:18,00:01:18,PHI,2018-11-08,1,1,78.0,PHI,1.0,0.0,Go-Ahead Goal
1599,1,PHI,,Scott Laughton , Jori Lehtera,,5,00:05:47,00:05:47,PHI,2018-11-08,2,2,347.0,PHI,2.0,0.0,Insurance Goal
1600,1,ARI,PP,Oliver Ekman-Larsson , Alex Galchenyuk,Clayton Keller,2,00:08:30,00:08:30,PHI,2018-11-08,3,1,510.0,PHI,2.0,1.0,Go-Ahead Goal
1601,2,ARI,,Brad Richardson , Michael Grabner,Vinnie Hinostroza,5,00:21:51,00:01:51,PHI,2018-11-08,4,2,1311.0,PHI,2.0,2.0,Tie
1602,2,ARI,SH,Derek Stepan ,,,3,00:26:14,00:06:14,PHI,2018-11-08,5,3,1574.0,PHI,2.0,3.0,Go-Ahead Goal
1603,2,ARI,SH,Michael Grabner , Oliver Ekman-Larsson,,4,00:26:38,00:06:38,PHI,2018-11-08,6,4,1598.0,PHI,2.0,4.0,Insurance Goal
1604,3,PHI,,Scott Laughton , Dale Weise,Oskar Lindblom,6,00:42:21,00:02:21,PHI,2018-11-08,7,3,2541.0,PHI,3.0,4.0,Go-Ahead Goal
1605,3,PHI,,Dale Weise , Shayne Gostisbehere,,1,00:57:47,00:17:47,PHI,2018-11-08,8,4,3467.0,PHI,4.0,4.0,Tie
1606,1,PHI,,Shayne Gostisbehere , Jakub Voracek,Claude Giroux,3,00:01:01,00:01:01,PHI,2018-11-08,9,5,61.0,PHI,5.0,4.0,Go-Ahead Goal
1607,2,PIT,,Sidney Crosby , Phil Kessel,Jake Guentzel,8,00:26:42,00:06:42,PIT,2018-11-10,1,1,1602.0,PIT,1.0,0.0,Go-Ahead Goal
1608,2,PIT,,Dominik Simon , Bryan Rust,Olli Maatta,4,00:28:34,00:08:34,PIT,2018-11-10,2,2,1714.0,PIT,2.0,0.0,Insurance Goal
1609,2,PIT,,Patric Hornqvist , Dominik Simon,Jack Johnson,5,00:39:44,00:19:44,PIT,2018-11-10,3,3,2384.0,PIT,3.0,0.0,Insurance Goal
1610,3,PIT,,Brian Dumoulin , Sidney Crosby,Jake Guentzel,1,00:47:24,00:07:24,PIT,2018-11-10,4,4,2844.0,PIT,4.0,0.0,Insurance Goal
1611,1,ARI,PP,Vinnie Hinostroza , Dylan Strome,Richard Panik,4,00:16:56,00:16:56,WSH,2018-11-11,1,1,1016.0,ARI,0.0,1.0,Go-Ahead Goal
1612,2,ARI,,Richard Panik ,,,4,00:31:57,00:11:57,WSH,2018-11-11,2,2,1917.0,ARI,0.0,2.0,Insurance Goal
1613,2,WSH,,Nicklas Backstrom , Alex Ovechkin,Madison Bowey,4,00:32:41,00:12:41,WSH,2018-11-11,3,1,1961.0,ARI,1.0,2.0,Go-Ahead Goal
1614,2,ARI,PP,Alex Galchenyuk , Brendan Perlini,Oliver Ekman-Larsson,3,00:34:38,00:14:38,WSH,2018-11-11,4,3,2078.0,ARI,1.0,3.0,Insurance Goal
1615,3,ARI,EN,Derek Stepan , Alex Galchenyuk,Clayton Keller,4,00:58:28,00:18:28,WSH,2018-11-11,5,4,3508.0,ARI,1.0,4.0,Insurance Goal
1616,1,DET,,Anthony Mantha , Frans Nielsen,Mike Green,6,00:10:13,00:10:13,DET,2018-11-13,1,1,613.0,DET,1.0,0.0,Go-Ahead Goal
1617,1,DET,,Dennis Cholowski , Danny DeKeyser,Tyler Bertuzzi,3,00:12:24,00:12:24,DET,2018-11-13,2,2,744.0,DET,2.0,0.0,Insurance Goal
1618,1,DET,PP,Michael Rasmussen , Dylan Larkin,Mike Green,3,00:17:22,00:17:22,DET,2018-11-13,3,3,1042.0,DET,3.0,0.0,Insurance Goal
1619,2,DET,,Luke Glendening , Justin Abdelkader,Nick Jensen,2,00:31:32,00:11:32,DET,2018-11-13,4,4,1892.0,DET,4.0,0.0,Insurance Goal
1620,3,DET,,Andreas Athanasiou , Darren Helm,,7,00:41:44,00:01:44,DET,2018-11-13,5,5,2504.0,DET,5.0,0.0,Insurance Goal
1621,3,DET,,Mike Green , Andreas Athanasiou,Frans Nielsen,1,00:47:10,00:07:10,DET,2018-11-13,6,6,2830.0,DET,6.0,0.0,Insurance Goal
1622,3,ARI,,Lawson Crouse , Vinnie Hinostroza,Dylan Strome,3,00:51:21,00:11:21,DET,2018-11-13,7,1,3081.0,DET,6.0,1.0,Lead Shrink
1623,1,ARI,SH,Michael Grabner , Kevin Connauton,,5,00:07:16,00:07:16,ARI,2018-11-15,1,1,436.0,ARI,1.0,0.0,Go-Ahead Goal
1624,2,ARI,,Jason Demers , Christian Fischer,Oliver Ekman-Larsson,1,00:24:09,00:04:09,ARI,2018-11-15,2,2,1449.0,ARI,2.0,0.0,Insurance Goal
1625,3,NSH,,Nick Bonino , Austin Watson,Roman Josi,1,00:52:09,00:12:09,ARI,2018-11-15,3,1,3129.0,ARI,2.0,1.0,Go-Ahead Goal
1626,1,BOS,,Jakob Forsbacka Karlsson , Noel Acciari,,1,00:01:12,00:01:12,ARI,2018-11-17,1,1,72.0,BOS,0.0,1.0,Go-Ahead Goal
1627,1,BOS,,Jake Debrusk , Brad Marchand,,8,00:02:45,00:02:45,ARI,2018-11-17,2,2,165.0,BOS,0.0,2.0,Insurance Goal
1628,2,ARI,,Brad Richardson , Vinnie Hinostroza,,6,00:29:10,00:09:10,ARI,2018-11-17,3,1,1750.0,BOS,1.0,2.0,Go-Ahead Goal
1634,1,COL,SH,J.T. Compher , Matthew Nieto,,4,00:07:28,00:07:28,ARI,2018-11-23,1,1,448.0,COL,0.0,1.0,Go-Ahead Goal
1635,1,COL,SH,J.T. Compher ,,,5,00:08:53,00:08:53,ARI,2018-11-23,2,2,533.0,COL,0.0,2.0,Insurance Goal
1636,1,COL,,Mikko Rantanen , Gabriel Landeskog,,9,00:09:39,00:09:39,ARI,2018-11-23,3,3,579.0,COL,0.0,3.0,Insurance Goal
1637,3,COL,,Tyson Barrie , Nathan MacKinnon,Ian Cole,3,00:46:11,00:06:11,ARI,2018-11-23,4,4,2771.0,COL,0.0,4.0,Insurance Goal
1638,3,ARI,PP,Dylan Strome , Brendan Perlini,Alex Goligoski,3,00:53:02,00:13:02,ARI,2018-11-23,5,1,3182.0,COL,1.0,4.0,Lead Shrink
1639,3,COL,PP,Gabriel Landeskog , Mikko Rantanen,Nathan MacKinnon,14,00:55:41,00:15:41,ARI,2018-11-23,6,5,3341.0,COL,1.0,5.0,Insurance Goal
1647,1,ARI,,Lawson Crouse , Josh Archibald,Nick Cousins,4,00:04:49,00:04:49,MIN,2018-11-27,1,1,289.0,ARI,0.0,1.0,Go-Ahead Goal
1648,1,MIN,,Charlie Coyle , Mikko Koivu,Jared Spurgeon,4,00:05:54,00:05:54,MIN,2018-11-27,2,1,354.0,ARI,1.0,1.0,Tie
1649,2,MIN,PP,Zach Parise , Mathew Dumba,Jared Spurgeon,11,00:22:20,00:02:20,MIN,2018-11-27,3,2,1340.0,ARI,2.0,1.0,Go-Ahead Goal
1650,2,MIN,,Jason Zucker , Jared Spurgeon,Ryan Suter,7,00:31:21,00:11:21,MIN,2018-11-27,4,3,1881.0,ARI,3.0,1.0,Insurance Goal
1651,3,ARI,,Josh Archibald , Lawson Crouse,,1,00:43:07,00:03:07,MIN,2018-11-27,5,2,2587.0,ARI,3.0,2.0,Go-Ahead Goal
1652,3,ARI,,Michael Grabner , Brad Richardson,Christian Fischer,6,00:47:02,00:07:02,MIN,2018-11-27,6,3,2822.0,ARI,3.0,3.0,Tie
1653,3,ARI,,Josh Archibald , Alex Goligoski,Jordan Oesterle,2,00:48:39,00:08:39,MIN,2018-11-27,7,4,2919.0,ARI,3.0,4.0,Go-Ahead Goal
1654,2,ARI,,Clayton Keller , Nick Schmaltz,Alex Galchenyuk,7,00:21:40,00:01:40,NSH,2018-11-29,1,1,1300.0,ARI,0.0,1.0,Go-Ahead Goal
1655,2,ARI,PP,Nick Schmaltz , Oliver Ekman-Larsson,,3,00:39:39,00:19:39,NSH,2018-11-29,2,2,2379.0,ARI,0.0,2.0,Insurance Goal
1656,3,ARI,,Brad Richardson , Vinnie Hinostroza,Niklas Hjalmarsson,7,00:51:23,00:11:23,NSH,2018-11-29,3,3,3083.0,ARI,0.0,3.0,Insurance Goal
1657,1,ARI,PP,Jakob Chychrun , Clayton Keller,,1,00:12:27,00:12:27,ARI,2018-12-01,1,1,747.0,ARI,1.0,0.0,Go-Ahead Goal
1658,2,ARI,,Clayton Keller , Nick Schmaltz,,8,00:20:58,00:00:58,ARI,2018-12-01,2,2,1258.0,ARI,2.0,0.0,Insurance Goal
1659,2,STL,,Robert Thomas , Jay Bouwmeester,Ryan O'Reilly,2,00:21:26,00:01:26,ARI,2018-12-01,3,1,1286.0,ARI,2.0,1.0,Go-Ahead Goal
1660,2,ARI,,Christian Fischer , Richard Panik,Derek Stepan,5,00:22:59,00:02:59,ARI,2018-12-01,4,3,1379.0,ARI,3.0,1.0,Insurance Goal
1661,2,ARI,,Nick Cousins , Derek Stepan,Josh Archibald,2,00:28:21,00:08:21,ARI,2018-12-01,5,4,1701.0,ARI,4.0,1.0,Insurance Goal
1662,2,ARI,,Richard Panik , Vinnie Hinostroza,Oliver Ekman-Larsson,5,00:37:02,00:17:02,ARI,2018-12-01,6,5,2222.0,ARI,5.0,1.0,Insurance Goal
1663,3,ARI,,Alex Goligoski , Clayton Keller,Nick Schmaltz,2,00:54:08,00:14:08,ARI,2018-12-01,7,6,3248.0,ARI,6.0,1.0,Insurance Goal
1664,1,ARI,SH,Lawson Crouse , Josh Archibald,Niklas Hjalmarsson,5,00:18:25,00:18:25,LAK,2018-12-04,1,1,1105.0,ARI,0.0,1.0,Go-Ahead Goal
1665,2,ARI,PP,Nick Schmaltz , Oliver Ekman-Larsson,Clayton Keller,4,00:25:56,00:05:56,LAK,2018-12-04,2,2,1556.0,ARI,0.0,2.0,Insurance Goal
1666,3,LAK,,Alec Martinez , Anze Kopitar,Dustin Brown,3,00:54:15,00:14:15,LAK,2018-12-04,3,1,3255.0,ARI,1.0,2.0,Go-Ahead Goal
1667,1,ARI,,Christian Fischer , Derek Stepan,,6,00:04:48,00:04:48,ARI,2018-12-06,1,1,288.0,WSH,1.0,0.0,Go-Ahead Goal
1668,2,WSH,,Jakub Vrana , Brett Connolly,Evgeny Kuznetsov,9,00:25:27,00:05:27,ARI,2018-12-06,2,1,1527.0,WSH,1.0,1.0,Tie
1669,2,ARI,,Lawson Crouse , Nick Cousins,Jordan Oesterle,6,00:26:59,00:06:59,ARI,2018-12-06,3,2,1619.0,WSH,2.0,1.0,Go-Ahead Goal
1670,2,WSH,,Matt Niskanen , Travis Boyd,Pheonix Copley,4,00:36:00,00:16:00,ARI,2018-12-06,4,2,2160.0,WSH,2.0,2.0,Tie
1671,3,WSH,,Andre Burakovsky , Matt Niskanen,Dmitry Orlov,5,00:55:18,00:15:18,ARI,2018-12-06,5,3,3318.0,WSH,2.0,3.0,Go-Ahead Goal
1672,3,WSH,EN,Alex Ovechkin , Nicklas Backstrom,,21,00:59:57,00:19:57,ARI,2018-12-06,6,4,3597.0,WSH,2.0,4.0,Insurance Goal
1681,1,ARI,PP,Nick Schmaltz , Oliver Ekman-Larsson,Clayton Keller,6,00:12:22,00:12:22,BOS,2018-12-11,1,1,742.0,BOS,0.0,1.0,Go-Ahead Goal
1682,1,ARI,,Nick Cousins , Alex Goligoski,Josh Archibald,3,00:13:02,00:13:02,BOS,2018-12-11,2,2,782.0,BOS,0.0,2.0,Insurance Goal
1683,2,BOS,,Danton Heinen , Jakob Forsbacka Karlsson,Ryan Donato,4,00:28:40,00:08:40,BOS,2018-12-11,3,1,1720.0,BOS,1.0,2.0,Go-Ahead Goal
1684,2,BOS,,David Pastrnak , Brad Marchand,David Krejci,21,00:29:13,00:09:13,BOS,2018-12-11,4,2,1753.0,BOS,2.0,2.0,Tie
1685,2,BOS,,Brad Marchand , David Pastrnak,David Krejci,9,00:31:31,00:11:31,BOS,2018-12-11,5,3,1891.0,BOS,3.0,2.0,Go-Ahead Goal
1686,2,BOS,,Brad Marchand , David Krejci,David Pastrnak,10,00:33:30,00:13:30,BOS,2018-12-11,6,4,2010.0,BOS,4.0,2.0,Insurance Goal
1687,2,ARI,,Michael Bunting ,,,1,00:35:00,00:15:00,BOS,2018-12-11,7,3,2100.0,BOS,4.0,3.0,Go-Ahead Goal
1688,1,BUF,,Casey Mittelstadt , Conor Sheary,,5,00:00:48,00:00:48,BUF,2018-12-13,1,1,48.0,BUF,1.0,0.0,Go-Ahead Goal
1689,1,BUF,,Jeff Skinner , Jack Eichel,Sam Reinhart,22,00:06:54,00:06:54,BUF,2018-12-13,2,2,414.0,BUF,2.0,0.0,Insurance Goal
1690,1,ARI,,Christian Fischer , Richard Panik,,7,00:07:19,00:07:19,BUF,2018-12-13,3,1,439.0,BUF,2.0,1.0,Go-Ahead Goal
1691,3,BUF,,Evan Rodrigues ,,,2,00:46:28,00:06:28,BUF,2018-12-13,4,3,2788.0,BUF,3.0,1.0,Insurance Goal
