,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact
0,1,VAN,,Elias Pettersson , Loui Eriksson,Nikolay Goldobin,1,00:13:48,00:13:48,VAN,2018-10-03,1,1,828.0,VAN,1.0,0.0,Go-Ahead Goal
1,3,VAN,,Nikolay Goldobin , Elias Pettersson,Loui Eriksson,1,00:41:52,00:01:52,VAN,2018-10-03,2,2,2512.0,VAN,2.0,0.0,Insurance Goal
2,3,VAN,,Brendan Leipsic , Jay Beagle,Erik Gudbranson,1,00:42:20,00:02:20,VAN,2018-10-03,3,3,2540.0,VAN,3.0,0.0,Insurance Goal
3,3,CGY,,Matthew Tkachuk , Austin Czarnik,Noah Hanifin,1,00:43:08,00:03:08,VAN,2018-10-03,4,1,2588.0,VAN,3.0,1.0,Lead Shrink
4,3,VAN,,Jake Virtanen , Brandon Sutter,Chris Tanev,1,00:45:46,00:05:46,VAN,2018-10-03,5,4,2746.0,VAN,4.0,1.0,Insurance Goal
5,3,CGY,,Sean Monahan , Johnny Gaudreau,James Neal,1,00:48:08,00:08:08,VAN,2018-10-03,6,2,2888.0,VAN,4.0,2.0,Lead Shrink
6,3,VAN,EN,Tyler Motte , Markus Granlund,,1,00:59:12,00:19:12,VAN,2018-10-03,7,5,3552.0,VAN,5.0,2.0,Insurance Goal
7,1,CGY,,Elias Lindholm , T.J. Brodie,Mark Giordano,1,00:00:12,00:00:12,CGY,2018-10-06,1,1,12.0,CGY,1.0,0.0,Go-Ahead Goal
8,1,VAN,,Elias Pettersson , Nikolay Goldobin,Loui Eriksson,2,00:13:15,00:13:15,CGY,2018-10-06,2,1,795.0,CGY,1.0,1.0,Tie
9,1,VAN,SH,Brandon Sutter ,,,1,00:16:38,00:16:38,CGY,2018-10-06,3,2,998.0,CGY,1.0,2.0,Go-Ahead Goal
10,1,CGY,,Mark Giordano , T.J. Brodie,Elias Lindholm,1,00:17:08,00:17:08,CGY,2018-10-06,4,2,1028.0,CGY,2.0,2.0,Tie
11,2,VAN,PP,Elias Pettersson , Alexander Edler,Bo Horvat,3,00:22:52,00:02:52,CGY,2018-10-06,5,3,1372.0,CGY,2.0,3.0,Go-Ahead Goal
12,2,CGY,PP,Johnny Gaudreau , Sean Monahan,Matthew Tkachuk,1,00:29:31,00:09:31,CGY,2018-10-06,6,3,1771.0,CGY,3.0,3.0,Tie
13,2,VAN,PP,Bo Horvat , Elias Pettersson,Alexander Edler,1,00:36:58,00:16:58,CGY,2018-10-06,7,4,2218.0,CGY,3.0,4.0,Go-Ahead Goal
14,3,CGY,PP,Sean Monahan , Johnny Gaudreau,Matthew Tkachuk,2,00:49:27,00:09:27,CGY,2018-10-06,8,4,2967.0,CGY,4.0,4.0,Tie
15,3,CGY,PP,Elias Lindholm , Johnny Gaudreau,Matthew Tkachuk,2,00:54:28,00:14:28,CGY,2018-10-06,9,5,3268.0,CGY,5.0,4.0,Go-Ahead Goal
16,3,CGY,EN,Austin Czarnik , Mark Giordano,Matthew Tkachuk,1,00:58:22,00:18:22,CGY,2018-10-06,10,6,3502.0,CGY,6.0,4.0,Insurance Goal
17,3,CGY,SHEN,Michael Frolik ,,,1,00:59:24,00:19:24,CGY,2018-10-06,11,7,3564.0,CGY,7.0,4.0,Insurance Goal
18,1,CGY,PP,Elias Lindholm , Johnny Gaudreau,,3,00:16:11,00:16:11,NSH,2018-10-09,1,1,971.0,CGY,0.0,1.0,Go-Ahead Goal
19,2,CGY,PP,Sean Monahan , Matthew Tkachuk,Johnny Gaudreau,3,00:25:22,00:05:22,NSH,2018-10-09,2,2,1522.0,CGY,0.0,2.0,Insurance Goal
20,3,CGY,,Sean Monahan , Johnny Gaudreau,T.J. Brodie,4,00:40:33,00:00:33,NSH,2018-10-09,3,3,2433.0,CGY,0.0,3.0,Insurance Goal
21,1,CGY,,James Neal , Sam Bennett,Dillon Dube,1,00:07:32,00:07:32,STL,2018-10-11,1,1,452.0,STL,0.0,1.0,Go-Ahead Goal
22,1,STL,,Alex Steen , Jordan Kyrou,Jay Bouwmeester,1,00:07:44,00:07:44,STL,2018-10-11,2,1,464.0,STL,1.0,1.0,Tie
23,1,STL,,David Perron , Brayden Schenn,,1,00:09:48,00:09:48,STL,2018-10-11,3,2,588.0,STL,2.0,1.0,Go-Ahead Goal
24,1,STL,,Joel Edmundson , Ivan Barbashev,Robert Thomas,1,00:17:22,00:17:22,STL,2018-10-11,4,3,1042.0,STL,3.0,1.0,Insurance Goal
25,2,STL,PP,David Perron , Brayden Schenn,Alex Steen,2,00:24:05,00:04:05,STL,2018-10-11,5,4,1445.0,STL,4.0,1.0,Insurance Goal
26,2,STL,PP,David Perron , Brayden Schenn,Jaden Schwartz,3,00:39:24,00:19:24,STL,2018-10-11,6,5,2364.0,STL,5.0,1.0,Insurance Goal
27,3,CGY,,Derek Ryan , Austin Czarnik,Matthew Tkachuk,1,00:48:17,00:08:17,STL,2018-10-11,7,2,2897.0,STL,5.0,2.0,Lead Shrink
28,3,CGY,,Mikael Backlund , Mark Giordano,Elias Lindholm,1,00:51:04,00:11:04,STL,2018-10-11,8,3,3064.0,STL,5.0,3.0,Lead Shrink
29,1,COL,,Nathan MacKinnon , Mikko Rantanen,Gabriel Landeskog,6,00:00:11,00:00:11,COL,2018-10-13,1,1,11.0,CGY,1.0,0.0,Go-Ahead Goal
30,1,COL,,J.T. Compher , Tyson Barrie,Ian Cole,3,00:02:40,00:02:40,COL,2018-10-13,2,2,160.0,CGY,2.0,0.0,Insurance Goal
31,2,CGY,,Sam Bennett , Mikael Backlund,Michael Stone,1,00:30:52,00:10:52,COL,2018-10-13,3,1,1852.0,CGY,2.0,1.0,Go-Ahead Goal
32,3,CGY,,Elias Lindholm ,,,4,00:58:06,00:18:06,COL,2018-10-13,4,2,3486.0,CGY,2.0,2.0,Tie
33,OT1,CGY,,Johnny Gaudreau , Sean Monahan,T.J. Brodie,2,01:00:46,00:00:46,COL,2018-10-13,5,3,3646.0,CGY,2.0,3.0,Go-Ahead Goal
34,1,CGY,,Michael Frolik , Mikael Backlund,Matthew Tkachuk,2,00:05:34,00:05:34,CGY,2018-10-17,1,1,334.0,CGY,1.0,0.0,Go-Ahead Goal
35,1,CGY,,Johnny Gaudreau , Sean Monahan,Noah Hanifin,3,00:15:20,00:15:20,CGY,2018-10-17,2,2,920.0,CGY,2.0,0.0,Insurance Goal
36,1,CGY,,Juuso Valimaki , Michael Stone,Mark Jankowski,1,00:16:08,00:16:08,CGY,2018-10-17,3,3,968.0,CGY,3.0,0.0,Insurance Goal
37,2,BOS,,Patrice Bergeron , David Krejci,,6,00:22:40,00:02:40,CGY,2018-10-17,4,1,1360.0,CGY,3.0,1.0,Lead Shrink
38,2,CGY,,Michael Frolik , Mikael Backlund,,3,00:23:32,00:03:32,CGY,2018-10-17,5,4,1412.0,CGY,4.0,1.0,Insurance Goal
39,2,BOS,,Brad Marchand , Patrice Bergeron,David Pastrnak,2,00:33:45,00:13:45,CGY,2018-10-17,6,2,2025.0,CGY,4.0,2.0,Lead Shrink
40,3,CGY,EN,Matthew Tkachuk , Michael Stone,,2,00:59:09,00:19:09,CGY,2018-10-17,7,5,3549.0,CGY,5.0,2.0,Insurance Goal
41,1,NSH,,Ryan Johansen , Filip Forsberg,Ryan Ellis,2,00:00:51,00:00:51,CGY,2018-10-19,1,1,51.0,NSH,0.0,1.0,Go-Ahead Goal
42,1,CGY,,Elias Lindholm , Johnny Gaudreau,Mark Giordano,5,00:18:43,00:18:43,CGY,2018-10-19,2,1,1123.0,NSH,1.0,1.0,Tie
43,2,NSH,,Craig Smith , Kyle Turris,Kevin Fiala,3,00:24:09,00:04:09,CGY,2018-10-19,3,2,1449.0,NSH,1.0,2.0,Go-Ahead Goal
44,2,CGY,PP,Matthew Tkachuk , Elias Lindholm,Mark Giordano,3,00:32:51,00:12:51,CGY,2018-10-19,4,2,1971.0,NSH,2.0,2.0,Tie
45,2,NSH,PP,Kevin Fiala , Ryan Ellis,Kyle Turris,1,00:34:23,00:14:23,CGY,2018-10-19,5,3,2063.0,NSH,2.0,3.0,Go-Ahead Goal
46,3,CGY,,Sam Bennett , Derek Ryan,Michael Stone,2,00:42:20,00:02:20,CGY,2018-10-19,6,3,2540.0,NSH,3.0,3.0,Tie
47,3,NSH,,Zac Rinaldo , Yannick Weber,,1,00:46:31,00:06:31,CGY,2018-10-19,7,4,2791.0,NSH,3.0,4.0,Go-Ahead Goal
48,3,NSH,EN,Filip Forsberg ,,,5,00:59:28,00:19:28,CGY,2018-10-19,8,5,3568.0,NSH,3.0,5.0,Insurance Goal
49,1,CGY,,Johnny Gaudreau , Sean Monahan,,4,00:17:00,00:17:00,NYR,2018-10-21,1,1,1020.0,CGY,0.0,1.0,Go-Ahead Goal
50,2,CGY,,Garnet Hathaway , Mark Jankowski,,1,00:32:21,00:12:21,NYR,2018-10-21,2,2,1941.0,CGY,0.0,2.0,Insurance Goal
51,2,CGY,,Johnny Gaudreau , Mark Giordano,,5,00:34:55,00:14:55,NYR,2018-10-21,3,3,2095.0,CGY,0.0,3.0,Insurance Goal
52,3,NYR,PP,Mika Zibanejad , Neal Pionk,Mats Zuccarello,3,00:46:41,00:06:41,NYR,2018-10-21,4,1,2801.0,CGY,1.0,3.0,Lead Shrink
53,3,CGY,,Garnet Hathaway ,,,2,00:58:07,00:18:07,NYR,2018-10-21,5,4,3487.0,CGY,1.0,4.0,Insurance Goal
54,1,CGY,,Michael Frolik , Matthew Tkachuk,Mikael Backlund,4,00:16:46,00:16:46,MTL,2018-10-23,1,1,1006.0,MTL,0.0,1.0,Go-Ahead Goal
55,2,MTL,PP,Jeff Petry , Jonathan Drouin,Max Domi,1,00:35:50,00:15:50,MTL,2018-10-23,2,1,2150.0,MTL,1.0,1.0,Tie
56,2,MTL,PP,Brendan Gallagher , Jeff Petry,Max Domi,5,00:37:29,00:17:29,MTL,2018-10-23,3,2,2249.0,MTL,2.0,1.0,Go-Ahead Goal
57,2,MTL,,Jonathan Drouin , Xavier Ouellet,,3,00:39:11,00:19:11,MTL,2018-10-23,4,3,2351.0,MTL,3.0,1.0,Insurance Goal
58,3,CGY,,Elias Lindholm , Mikael Backlund,Matthew Tkachuk,6,00:51:10,00:11:10,MTL,2018-10-23,5,2,3070.0,MTL,3.0,2.0,Go-Ahead Goal
59,1,PIT,,Sidney Crosby , Kris Letang,Derick Brassard,3,00:04:23,00:04:23,CGY,2018-10-25,1,1,263.0,PIT,0.0,1.0,Go-Ahead Goal
60,1,PIT,PP,Patric Hornqvist , Sidney Crosby,Evgeni Malkin,3,00:14:19,00:14:19,CGY,2018-10-25,2,2,859.0,PIT,0.0,2.0,Insurance Goal
61,1,PIT,,Bryan Rust , Dominik Simon,Jamie Oleksiak,1,00:19:08,00:19:08,CGY,2018-10-25,3,3,1148.0,PIT,0.0,3.0,Insurance Goal
62,2,PIT,,Phil Kessel , Evgeni Malkin,Derick Brassard,5,00:21:17,00:01:17,CGY,2018-10-25,4,4,1277.0,PIT,0.0,4.0,Insurance Goal
63,2,PIT,,Patric Hornqvist , Riley Sheahan,Brian Dumoulin,4,00:26:28,00:06:28,CGY,2018-10-25,5,5,1588.0,PIT,0.0,5.0,Insurance Goal
64,2,PIT,,Phil Kessel , Kris Letang,Bryan Rust,6,00:29:19,00:09:19,CGY,2018-10-25,6,6,1759.0,PIT,0.0,6.0,Insurance Goal
65,2,PIT,PP,Jack Johnson , Derick Brassard,Olli Maatta,1,00:39:39,00:19:39,CGY,2018-10-25,7,7,2379.0,PIT,0.0,7.0,Insurance Goal
66,3,PIT,,Jake Guentzel , Sidney Crosby,,5,00:53:55,00:13:55,CGY,2018-10-25,8,8,3235.0,PIT,0.0,8.0,Insurance Goal
67,3,CGY,,James Neal , Sean Monahan,Dillon Dube,2,00:58:00,00:18:00,CGY,2018-10-25,9,1,3480.0,PIT,1.0,8.0,Lead Shrink
68,3,PIT,,Matt Cullen , Dominik Simon,,1,00:58:34,00:18:34,CGY,2018-10-25,10,9,3514.0,PIT,1.0,9.0,Insurance Goal
69,1,WSH,,Jakub Vrana , Evgeny Kuznetsov,,3,00:09:28,00:09:28,CGY,2018-10-27,1,1,568.0,Shootout,0.0,1.0,Go-Ahead Goal
70,1,WSH,PP,T.J. Oshie , Alex Ovechkin,Evgeny Kuznetsov,6,00:14:27,00:14:27,CGY,2018-10-27,2,2,867.0,Shootout,0.0,2.0,Insurance Goal
71,1,CGY,,Travis Hamonic , Sean Monahan,Johnny Gaudreau,1,00:14:42,00:14:42,CGY,2018-10-27,3,1,882.0,Shootout,1.0,2.0,Go-Ahead Goal
72,1,CGY,PP,Elias Lindholm , Johnny Gaudreau,Mark Giordano,7,00:16:54,00:16:54,CGY,2018-10-27,4,2,1014.0,Shootout,2.0,2.0,Tie
73,2,WSH,,Matt Niskanen , Brett Connolly,Dmitrij Jaskin,2,00:37:03,00:17:03,CGY,2018-10-27,5,3,2223.0,Shootout,2.0,3.0,Go-Ahead Goal
74,3,CGY,,Matthew Tkachuk , Rasmus Andersson,Mark Giordano,4,00:58:33,00:18:33,CGY,2018-10-27,6,3,3513.0,Shootout,3.0,3.0,Tie
75,3,CGY,PP,Sean Monahan , Elias Lindholm,Mark Giordano,5,00:45:39,00:05:39,TOR,2018-10-29,1,1,2739.0,CGY,0.0,1.0,Go-Ahead Goal
76,3,CGY,,Elias Lindholm , Johnny Gaudreau,Sean Monahan,8,00:46:34,00:06:34,TOR,2018-10-29,2,2,2794.0,CGY,0.0,2.0,Insurance Goal
77,3,TOR,PP,Nazem Kadri , Mitch Marner,Morgan Rielly,3,00:56:07,00:16:07,TOR,2018-10-29,3,1,3367.0,CGY,1.0,2.0,Go-Ahead Goal
78,3,CGY,EN,Michael Frolik ,,,5,00:59:54,00:19:54,TOR,2018-10-29,4,3,3594.0,CGY,1.0,3.0,Insurance Goal
79,1,BUF,,Jack Eichel , Jason Pominville,,4,00:16:30,00:16:30,BUF,2018-10-30,1,1,990.0,CGY,1.0,0.0,Go-Ahead Goal
80,3,CGY,,Matthew Tkachuk , Elias Lindholm,Sean Monahan,5,00:59:04,00:19:04,BUF,2018-10-30,2,1,3544.0,CGY,1.0,1.0,Tie
81,OT1,CGY,,Johnny Gaudreau , Mark Giordano,Sean Monahan,6,01:02:40,00:02:40,BUF,2018-10-30,3,2,3760.0,CGY,1.0,2.0,Go-Ahead Goal
82,2,COL,SH,Vladislav Kamenev ,,,1,00:23:22,00:03:22,CGY,2018-11-01,1,1,1402.0,CGY,0.0,1.0,Go-Ahead Goal
83,2,COL,,Sheldon Dries , Tyson Barrie,Alexander Kerfoot,1,00:25:12,00:05:12,CGY,2018-11-01,2,2,1512.0,CGY,0.0,2.0,Insurance Goal
84,2,CGY,,Mikael Backlund , Matthew Tkachuk,Mark Giordano,2,00:26:34,00:06:34,CGY,2018-11-01,3,1,1594.0,CGY,1.0,2.0,Go-Ahead Goal
85,2,COL,,Colin Wilson , Sheldon Dries,Ian Cole,4,00:31:04,00:11:04,CGY,2018-11-01,4,3,1864.0,CGY,1.0,3.0,Insurance Goal
86,2,COL,,Carl Soderberg , Gabriel Bourque,,5,00:36:41,00:16:41,CGY,2018-11-01,5,4,2201.0,CGY,1.0,4.0,Insurance Goal
87,3,CGY,PP,Elias Lindholm , Mark Giordano,Sean Monahan,9,00:40:47,00:00:47,CGY,2018-11-01,6,2,2447.0,CGY,2.0,4.0,Lead Shrink
88,3,CGY,,Sean Monahan , Noah Hanifin,Derek Ryan,6,00:45:21,00:05:21,CGY,2018-11-01,7,3,2721.0,CGY,3.0,4.0,Go-Ahead Goal
89,3,CGY,,James Neal , Johnny Gaudreau,Juuso Valimaki,3,00:50:52,00:10:52,CGY,2018-11-01,8,4,3052.0,CGY,4.0,4.0,Tie
90,3,CGY,,Mark Giordano , Mikael Backlund,Matthew Tkachuk,2,00:53:47,00:13:47,CGY,2018-11-01,9,5,3227.0,CGY,5.0,4.0,Go-Ahead Goal
91,3,CGY,,Michael Frolik , Matthew Tkachuk,Mark Giordano,6,00:54:54,00:14:54,CGY,2018-11-01,10,6,3294.0,CGY,6.0,4.0,Insurance Goal
92,3,COL,PP,Gabriel Landeskog , Colin Wilson,Alexander Kerfoot,11,00:58:57,00:18:57,CGY,2018-11-01,11,5,3537.0,CGY,6.0,5.0,Go-Ahead Goal
93,1,CGY,PP,Sean Monahan , Johnny Gaudreau,Elias Lindholm,7,00:04:46,00:04:46,CGY,2018-11-03,1,1,286.0,CGY,1.0,0.0,Go-Ahead Goal
94,1,CHI,PP,Jonathan Toews , Patrick Kane,Brent Seabrook,8,00:13:57,00:13:57,CGY,2018-11-03,2,1,837.0,CGY,1.0,1.0,Tie
95,1,CHI,,Jan Rutta , Andreas Martinsen,Alexandre Fortin,1,00:19:33,00:19:33,CGY,2018-11-03,3,2,1173.0,CGY,1.0,2.0,Go-Ahead Goal
96,2,CHI,,Brandon Saad , Alex DeBrincat,Henri Jokiharju,4,00:32:41,00:12:41,CGY,2018-11-03,4,3,1961.0,CGY,1.0,3.0,Insurance Goal
97,2,CGY,,Matthew Tkachuk , Travis Hamonic,Mikael Backlund,6,00:38:26,00:18:26,CGY,2018-11-03,5,2,2306.0,CGY,2.0,3.0,Go-Ahead Goal
98,3,CGY,,Sean Monahan , Johnny Gaudreau,Elias Lindholm,8,00:53:59,00:13:59,CGY,2018-11-03,6,3,3239.0,CGY,3.0,3.0,Tie
99,3,CGY,,Michael Frolik , Sam Bennett,Noah Hanifin,7,00:55:05,00:15:05,CGY,2018-11-03,7,4,3305.0,CGY,4.0,3.0,Go-Ahead Goal
100,3,CGY,SHEN,Mikael Backlund , Elias Lindholm,,3,00:59:01,00:19:01,CGY,2018-11-03,8,5,3541.0,CGY,5.0,3.0,Insurance Goal
101,1,ANA,,Jakob Silfverberg , Andrew Cogliano,Jacob Larsson,5,00:08:37,00:08:37,ANA,2018-11-07,1,1,517.0,ANA,1.0,0.0,Go-Ahead Goal
102,1,ANA,,Adam Henrique , Josh Manson,Pontus Aberg,4,00:11:53,00:11:53,ANA,2018-11-07,2,2,713.0,ANA,2.0,0.0,Insurance Goal
103,1,CGY,PP,Matthew Tkachuk , Elias Lindholm,Mark Giordano,7,00:17:10,00:17:10,ANA,2018-11-07,3,1,1030.0,ANA,2.0,1.0,Go-Ahead Goal
104,3,CGY,SH,Mark Jankowski ,,,1,00:46:06,00:06:06,ANA,2018-11-07,4,2,2766.0,ANA,2.0,2.0,Tie
105,3,ANA,,Ryan Getzlaf , Rickard Rakell,Cam Fowler,3,00:46:33,00:06:33,ANA,2018-11-07,5,3,2793.0,ANA,3.0,2.0,Go-Ahead Goal
106,1,CGY,,Travis Hamonic , Austin Czarnik,Noah Hanifin,2,00:02:26,00:02:26,LAK,2018-11-10,1,1,146.0,CGY,0.0,1.0,Go-Ahead Goal
107,1,SJS,,Evander Kane , Joe Pavelski,Joonas Donskoi,6,00:00:50,00:00:50,SJS,2018-11-11,1,1,50.0,SJS,1.0,0.0,Go-Ahead Goal
108,2,SJS,,Joonas Donskoi , Evander Kane,Joe Pavelski,4,00:21:28,00:01:28,SJS,2018-11-11,2,2,1288.0,SJS,2.0,0.0,Insurance Goal
109,2,CGY,,Sean Monahan , Mark Jankowski,,9,00:26:02,00:06:02,SJS,2018-11-11,3,1,1562.0,SJS,2.0,1.0,Go-Ahead Goal
110,3,SJS,EN,Joe Pavelski , Tomas Hertl,Timo Meier,8,00:59:08,00:19:08,SJS,2018-11-11,4,3,3548.0,SJS,3.0,1.0,Insurance Goal
111,1,MTL,,Tomas Tatar , Brendan Gallagher,Phillip Danault,8,00:08:00,00:08:00,CGY,2018-11-15,1,1,480.0,MTL,0.0,1.0,Go-Ahead Goal
112,2,CGY,PP,Matthew Tkachuk , Mark Giordano,Elias Lindholm,8,00:23:43,00:03:43,CGY,2018-11-15,2,1,1423.0,MTL,1.0,1.0,Tie
113,2,CGY,,Matthew Tkachuk , T.J. Brodie,Mark Giordano,9,00:35:53,00:15:53,CGY,2018-11-15,3,2,2153.0,MTL,2.0,1.0,Go-Ahead Goal
114,3,MTL,,Jonathan Drouin , Andrew Shaw,Max Domi,6,00:48:32,00:08:32,CGY,2018-11-15,4,2,2912.0,MTL,2.0,2.0,Tie
115,3,MTL,,Artturi Lehkonen , Jesperi Kotkaniemi,Noah Juulsen,2,00:52:14,00:12:14,CGY,2018-11-15,5,3,3134.0,MTL,2.0,3.0,Go-Ahead Goal
116,1,EDM,SH,Alex Chiasson , Adam Larsson,,7,00:02:29,00:02:29,CGY,2018-11-17,1,1,149.0,CGY,0.0,1.0,Go-Ahead Goal
117,2,EDM,PP,Connor McDavid , Leon Draisaitl,,11,00:23:49,00:03:49,CGY,2018-11-17,2,2,1429.0,CGY,0.0,2.0,Insurance Goal
118,2,CGY,PP,Derek Ryan , Sam Bennett,Noah Hanifin,2,00:36:23,00:16:23,CGY,2018-11-17,3,1,2183.0,CGY,1.0,2.0,Go-Ahead Goal
119,3,CGY,,Sean Monahan , Travis Hamonic,Johnny Gaudreau,10,00:42:40,00:02:40,CGY,2018-11-17,4,2,2560.0,CGY,2.0,2.0,Tie
120,3,CGY,,Elias Lindholm , Noah Hanifin,Sean Monahan,10,00:49:10,00:09:10,CGY,2018-11-17,5,3,2950.0,CGY,3.0,2.0,Go-Ahead Goal
121,3,CGY,EN,Elias Lindholm , Travis Hamonic,,11,00:59:18,00:19:18,CGY,2018-11-17,6,4,3558.0,CGY,4.0,2.0,Insurance Goal
122,1,CGY,PP,Matthew Tkachuk , Johnny Gaudreau,Mark Giordano,10,00:02:36,00:02:36,CGY,2018-11-19,1,1,156.0,CGY,1.0,0.0,Go-Ahead Goal
123,1,CGY,,Johnny Gaudreau , Sean Monahan,Elias Lindholm,7,00:06:49,00:06:49,CGY,2018-11-19,2,2,409.0,CGY,2.0,0.0,Insurance Goal
124,1,CGY,,Sean Monahan , Johnny Gaudreau,,11,00:10:59,00:10:59,CGY,2018-11-19,3,3,659.0,CGY,3.0,0.0,Insurance Goal
125,1,CGY,,T.J. Brodie , Matthew Tkachuk,Mark Giordano,1,00:13:52,00:13:52,CGY,2018-11-19,4,4,832.0,CGY,4.0,0.0,Insurance Goal
126,1,CGY,PP,Sean Monahan , Matthew Tkachuk,Johnny Gaudreau,12,00:16:57,00:16:57,CGY,2018-11-19,5,5,1017.0,CGY,5.0,0.0,Insurance Goal
127,2,CGY,,Matthew Tkachuk , Mikael Backlund,,11,00:20:24,00:00:24,CGY,2018-11-19,6,6,1224.0,CGY,6.0,0.0,Insurance Goal
128,2,CGY,PP,Sam Bennett , Derek Ryan,Noah Hanifin,3,00:24:22,00:04:22,CGY,2018-11-19,7,7,1462.0,CGY,7.0,0.0,Insurance Goal
129,3,VEG,,Nick Holden , Ryan Reaves,William Karlsson,3,00:40:47,00:00:47,CGY,2018-11-19,8,1,2447.0,CGY,7.0,1.0,Lead Shrink
130,3,VEG,PP,Max Pacioretty , Reilly Smith,Jon Marchessault,4,00:45:14,00:05:14,CGY,2018-11-19,9,2,2714.0,CGY,7.0,2.0,Lead Shrink
131,1,WPG,,Brandon Tanev , Andrew Copp,Adam Lowry,2,00:00:15,00:00:15,CGY,2018-11-21,1,1,15.0,CGY,0.0,1.0,Go-Ahead Goal
132,1,CGY,,Dillon Dube , Mark Jankowski,Garnet Hathaway,1,00:02:07,00:02:07,CGY,2018-11-21,2,1,127.0,CGY,1.0,1.0,Tie
133,1,CGY,,Sam Bennett , Matthew Tkachuk,,4,00:08:20,00:08:20,CGY,2018-11-21,3,2,500.0,CGY,2.0,1.0,Go-Ahead Goal
134,1,CGY,,Matthew Tkachuk , T.J. Brodie,Sam Bennett,12,00:11:35,00:11:35,CGY,2018-11-21,4,3,695.0,CGY,3.0,1.0,Insurance Goal
135,1,CGY,,Mark Jankowski ,,,2,00:14:22,00:14:22,CGY,2018-11-21,5,4,862.0,CGY,4.0,1.0,Insurance Goal
136,1,CGY,,Johnny Gaudreau , Sean Monahan,Noah Hanifin,8,00:19:13,00:19:13,CGY,2018-11-21,6,5,1153.0,CGY,5.0,1.0,Insurance Goal
137,2,WPG,,Patrik Laine , Blake Wheeler,Dustin Byfuglien,12,00:39:46,00:19:46,CGY,2018-11-21,7,2,2386.0,CGY,5.0,2.0,Lead Shrink
138,3,WPG,PP,Patrik Laine , Dustin Byfuglien,Mark Scheifele,13,00:46:17,00:06:17,CGY,2018-11-21,8,3,2777.0,CGY,5.0,3.0,Lead Shrink
139,3,CGY,EN,Derek Ryan , Johnny Gaudreau,Elias Lindholm,3,00:58:12,00:18:12,CGY,2018-11-21,9,6,3492.0,CGY,6.0,3.0,Insurance Goal
140,2,VEG,,Alex Tuch , Cody Eakin,Max Pacioretty,6,00:36:09,00:16:09,VEG,2018-11-23,1,1,2169.0,VEG,1.0,0.0,Go-Ahead Goal
141,3,VEG,PP,Colin Miller , Reilly Smith,Alex Tuch,1,00:42:34,00:02:34,VEG,2018-11-23,2,2,2554.0,VEG,2.0,0.0,Insurance Goal
142,1,CGY,,Sean Monahan , Johnny Gaudreau,Mark Giordano,13,00:07:27,00:07:27,ARI,2018-11-25,1,1,447.0,CGY,0.0,1.0,Go-Ahead Goal
143,1,CGY,SH,Noah Hanifin ,,,1,00:16:22,00:16:22,ARI,2018-11-25,2,2,982.0,CGY,0.0,2.0,Insurance Goal
144,2,CGY,PP,Noah Hanifin , James Neal,Derek Ryan,2,00:28:34,00:08:34,ARI,2018-11-25,3,3,1714.0,CGY,0.0,3.0,Insurance Goal
145,2,CGY,,Mark Jankowski , T.J. Brodie,Dillon Dube,3,00:31:25,00:11:25,ARI,2018-11-25,4,4,1885.0,CGY,0.0,4.0,Insurance Goal
146,3,CGY,SH,T.J. Brodie , Mikael Backlund,,2,00:43:39,00:03:39,ARI,2018-11-25,5,5,2619.0,CGY,0.0,5.0,Insurance Goal
147,3,CGY,SH,Mark Jankowski , Derek Ryan,Mark Giordano,4,00:44:03,00:04:03,ARI,2018-11-25,6,6,2643.0,CGY,0.0,6.0,Insurance Goal
148,3,ARI,,Clayton Keller ,,,6,00:53:44,00:13:44,ARI,2018-11-25,7,1,3224.0,CGY,1.0,6.0,Lead Shrink
149,1,DAL,,Jason Spezza , Radek Faksa,Miro Heiskanen,5,00:00:41,00:00:41,CGY,2018-11-28,1,1,41.0,DAL,0.0,1.0,Go-Ahead Goal
150,1,CGY,,Garnet Hathaway , Mark Jankowski,Dillon Dube,3,00:16:39,00:16:39,CGY,2018-11-28,2,1,999.0,DAL,1.0,1.0,Tie
151,2,DAL,PP,Jamie Benn , Tyler Seguin,Gavin Bayreuther,10,00:38:02,00:18:02,CGY,2018-11-28,3,2,2282.0,DAL,1.0,2.0,Go-Ahead Goal
152,3,CGY,PP,Johnny Gaudreau , Elias Lindholm,Mark Giordano,9,00:49:41,00:09:41,CGY,2018-11-28,4,2,2981.0,DAL,2.0,2.0,Tie
153,3,CGY,,Mark Giordano , T.J. Brodie,Mikael Backlund,3,00:50:51,00:10:51,CGY,2018-11-28,5,3,3051.0,DAL,3.0,2.0,Go-Ahead Goal
154,3,DAL,,Gavin Bayreuther ,,,2,00:53:15,00:13:15,CGY,2018-11-28,6,3,3195.0,DAL,3.0,3.0,Tie
155,1,DAL,,Tyler Seguin , Jamie Benn,,8,00:00:24,00:00:24,CGY,2018-11-28,7,4,24.0,DAL,3.0,4.0,Go-Ahead Goal
156,1,CGY,,Mikael Backlund , T.J. Brodie,Sam Bennett,4,00:00:36,00:00:36,CGY,2018-11-30,1,1,36.0,CGY,1.0,0.0,Go-Ahead Goal
