,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact
419,2,WSH,,T.J. Oshie , Dmitry Orlov,Jakub Vrana,20,00:30:33,00:10:33,WSH,2019-02-26,8,6,1833.0,WSH,6.0,2.0,Insurance Goal
420,3,WSH,,Evgeny Kuznetsov , Alex Ovechkin,Tom Wilson,17,00:40:17,00:00:17,WSH,2019-02-26,9,7,2417.0,WSH,7.0,2.0,Insurance Goal
421,1,NYI,,Tom Kuhnhackl ,,,4,00:02:43,00:02:43,NYI,2019-03-01,1,1,163.0,WSH,1.0,0.0,Go-Ahead Goal
422,3,WSH,,Jakub Vrana , Nicklas Backstrom,Michal Kempny,19,00:43:26,00:03:26,NYI,2019-03-01,2,1,2606.0,WSH,1.0,1.0,Tie
423,3,WSH,PP,Alex Ovechkin , T.J. Oshie,Evgeny Kuznetsov,45,00:44:34,00:04:34,NYI,2019-03-01,3,2,2674.0,WSH,1.0,2.0,Go-Ahead Goal
424,3,WSH,EN,T.J. Oshie ,,,21,00:58:32,00:18:32,NYI,2019-03-01,4,3,3512.0,WSH,1.0,3.0,Insurance Goal
425,1,NYR,,Ryan Strome , Chris Kreider,,11,00:00:45,00:00:45,NYR,2019-03-03,1,1,45.0,Shootout,1.0,0.0,Go-Ahead Goal
426,1,WSH,,Carl Hagelin , Lars Eller,Brooks Orpik,3,00:02:03,00:02:03,NYR,2019-03-03,2,1,123.0,Shootout,1.0,1.0,Tie
427,1,WSH,,Andre Burakovsky , Nic Dowd,Travis Boyd,9,00:10:02,00:10:02,NYR,2019-03-03,3,2,602.0,Shootout,1.0,2.0,Go-Ahead Goal
428,2,NYR,,Pavel Buchnevich , Filip Chytil,Anthony DeAngelo,13,00:34:20,00:14:20,NYR,2019-03-03,4,2,2060.0,Shootout,2.0,2.0,Tie
429,1,WSH,,Tom Wilson , Alex Ovechkin,Dmitry Orlov,19,00:05:55,00:05:55,PHI,2019-03-06,1,1,355.0,WSH,0.0,1.0,Go-Ahead Goal
430,1,WSH,,Brett Connolly , Carl Hagelin,Matt Niskanen,17,00:14:16,00:14:16,PHI,2019-03-06,2,2,856.0,WSH,0.0,2.0,Insurance Goal
431,2,WSH,PP,Alex Ovechkin , Nicklas Backstrom,John Carlson,46,00:22:32,00:02:32,PHI,2019-03-06,3,3,1352.0,WSH,0.0,3.0,Insurance Goal
432,2,WSH,,Andre Burakovsky , Travis Boyd,Dmitry Orlov,10,00:24:18,00:04:18,PHI,2019-03-06,4,4,1458.0,WSH,0.0,4.0,Insurance Goal
433,2,WSH,,Nicklas Backstrom , Jakub Vrana,Nick Jensen,16,00:25:37,00:05:37,PHI,2019-03-06,5,5,1537.0,WSH,0.0,5.0,Insurance Goal
434,2,PHI,,Philippe Myers , Claude Giroux,Sean Couturier,1,00:39:48,00:19:48,PHI,2019-03-06,6,1,2388.0,WSH,1.0,5.0,Lead Shrink
435,3,PHI,,Claude Giroux , Oskar Lindblom,Sean Couturier,20,00:40:10,00:00:10,PHI,2019-03-06,7,2,2410.0,WSH,2.0,5.0,Lead Shrink
436,3,PHI,,Scott Laughton , Andrew MacDonald,Michael Raffl,10,00:47:48,00:07:48,PHI,2019-03-06,8,3,2868.0,WSH,3.0,5.0,Lead Shrink
437,1,WSH,,Andre Burakovsky , Michal Kempny,Travis Boyd,11,00:02:40,00:02:40,WSH,2019-03-08,1,1,160.0,WSH,1.0,0.0,Go-Ahead Goal
438,3,WSH,PP,Nicklas Backstrom , John Carlson,Evgeny Kuznetsov,17,00:44:35,00:04:35,WSH,2019-03-08,2,2,2675.0,WSH,2.0,0.0,Insurance Goal
439,3,WSH,SHEN,Lars Eller ,,,9,00:59:01,00:19:01,WSH,2019-03-08,3,3,3541.0,WSH,3.0,0.0,Insurance Goal
440,1,WSH,,Nicklas Backstrom , John Carlson,Michal Kempny,18,00:04:35,00:04:35,WSH,2019-03-10,1,1,275.0,WSH,1.0,0.0,Go-Ahead Goal
441,1,WPG,,Mathieu Perreault , Jack Roslovic,Andrew Copp,12,00:06:23,00:06:23,WSH,2019-03-10,2,1,383.0,WSH,1.0,1.0,Tie
442,2,WSH,,Carl Hagelin , Nic Dowd,,4,00:34:32,00:14:32,WSH,2019-03-10,3,2,2072.0,WSH,2.0,1.0,Go-Ahead Goal
443,3,WSH,EN,Lars Eller , Tom Wilson,Dmitry Orlov,10,00:59:38,00:19:38,WSH,2019-03-10,4,3,3578.0,WSH,3.0,1.0,Insurance Goal
444,1,WSH,,Jakub Vrana , Nicklas Backstrom,T.J. Oshie,20,00:19:27,00:19:27,PIT,2019-03-12,1,1,1167.0,PIT,0.0,1.0,Go-Ahead Goal
445,2,WSH,,Jakub Vrana , Dmitry Orlov,T.J. Oshie,21,00:30:24,00:10:24,PIT,2019-03-12,2,2,1824.0,PIT,0.0,2.0,Insurance Goal
446,2,PIT,,Jake Guentzel , Jared McCann,,35,00:32:37,00:12:37,PIT,2019-03-12,3,1,1957.0,PIT,1.0,2.0,Go-Ahead Goal
447,2,PIT,,Sidney Crosby , Justin Schultz,,32,00:33:24,00:13:24,PIT,2019-03-12,4,2,2004.0,PIT,2.0,2.0,Tie
448,2,PIT,PP,Sidney Crosby , Phil Kessel,Evgeni Malkin,33,00:34:25,00:14:25,PIT,2019-03-12,5,3,2065.0,PIT,3.0,2.0,Go-Ahead Goal
449,3,PIT,PP,Phil Kessel , Justin Schultz,Evgeni Malkin,23,00:51:56,00:11:56,PIT,2019-03-12,6,4,3116.0,PIT,4.0,2.0,Insurance Goal
450,3,WSH,PP,John Carlson , Alex Ovechkin,Nicklas Backstrom,11,00:54:02,00:14:02,PIT,2019-03-12,7,3,3242.0,PIT,4.0,3.0,Go-Ahead Goal
451,3,PIT,EN,Jared McCann ,,,17,00:59:04,00:19:04,PIT,2019-03-12,8,5,3544.0,PIT,5.0,3.0,Insurance Goal
452,1,WSH,,Brett Connolly , Michal Kempny,John Carlson,18,00:02:53,00:02:53,PHI,2019-03-14,1,1,173.0,WSH,0.0,1.0,Go-Ahead Goal
453,1,WSH,,Lars Eller , Brett Connolly,Carl Hagelin,11,00:09:30,00:09:30,PHI,2019-03-14,2,2,570.0,WSH,0.0,2.0,Insurance Goal
454,2,PHI,,James van Riemsdyk , Shayne Gostisbehere,,21,00:21:03,00:01:03,PHI,2019-03-14,3,1,1263.0,WSH,1.0,2.0,Go-Ahead Goal
455,2,WSH,,Brett Connolly , Carl Hagelin,,19,00:28:43,00:08:43,PHI,2019-03-14,4,3,1723.0,WSH,1.0,3.0,Insurance Goal
456,2,WSH,,Tom Wilson , Evgeny Kuznetsov,Dmitry Orlov,20,00:29:48,00:09:48,PHI,2019-03-14,5,4,1788.0,WSH,1.0,4.0,Insurance Goal
457,2,PHI,,Scott Laughton , Ryan Hartman,Robert Hagg,12,00:32:22,00:12:22,PHI,2019-03-14,6,2,1942.0,WSH,2.0,4.0,Lead Shrink
458,3,WSH,EN,Evgeny Kuznetsov , Alex Ovechkin,Michal Kempny,18,00:57:34,00:17:34,PHI,2019-03-14,7,5,3454.0,WSH,2.0,5.0,Insurance Goal
459,1,TBL,,Tyler Johnson , Brayden Point,Nikita Kucherov,26,00:08:35,00:08:35,TBL,2019-03-16,1,1,515.0,TBL,1.0,0.0,Go-Ahead Goal
460,1,TBL,,Alex Killorn ,,,14,00:10:33,00:10:33,TBL,2019-03-16,2,2,633.0,TBL,2.0,0.0,Insurance Goal
461,1,WSH,,John Carlson , Evgeny Kuznetsov,,12,00:12:06,00:12:06,TBL,2019-03-16,3,1,726.0,TBL,2.0,1.0,Go-Ahead Goal
462,1,TBL,,Alex Killorn , Anthony Cirelli,Mathieu Joseph,15,00:15:56,00:15:56,TBL,2019-03-16,4,3,956.0,TBL,3.0,1.0,Insurance Goal
463,2,WSH,PP,Alex Ovechkin , T.J. Oshie,John Carlson,47,00:27:33,00:07:33,TBL,2019-03-16,5,2,1653.0,TBL,3.0,2.0,Go-Ahead Goal
464,3,TBL,,Erik Cernak , Ryan McDonagh,Ondrej Palat,4,00:42:45,00:02:45,TBL,2019-03-16,6,4,2565.0,TBL,4.0,2.0,Insurance Goal
465,3,WSH,,Alex Ovechkin , Dmitry Orlov,Brett Connolly,48,00:52:56,00:12:56,TBL,2019-03-16,7,3,3176.0,TBL,4.0,3.0,Go-Ahead Goal
466,3,TBL,EN,Alex Killorn , Nikita Kucherov,,16,00:59:13,00:19:13,TBL,2019-03-16,8,5,3553.0,TBL,5.0,3.0,Insurance Goal
467,3,TBL,EN,Yanni Gourde , Adam Erne,Victor Hedman,19,00:59:58,00:19:58,TBL,2019-03-16,9,6,3598.0,TBL,6.0,3.0,Insurance Goal
468,1,WSH,,Andre Burakovsky , Nic Dowd,Brett Connolly,12,00:02:52,00:02:52,NJD,2019-03-19,1,1,172.0,WSH,0.0,1.0,Go-Ahead Goal
469,1,NJD,,Kenny Agostino , Joey Anderson,,6,00:19:59,00:19:59,NJD,2019-03-19,2,1,1199.0,WSH,1.0,1.0,Tie
470,2,WSH,,Brett Connolly , Christian Djoos,Carl Hagelin,20,00:25:57,00:05:57,NJD,2019-03-19,3,2,1557.0,WSH,1.0,2.0,Go-Ahead Goal
471,2,WSH,,Evgeny Kuznetsov , Jakub Vrana,Dmitry Orlov,19,00:32:16,00:12:16,NJD,2019-03-19,4,3,1936.0,WSH,1.0,3.0,Insurance Goal
472,2,WSH,,Tom Wilson , Alex Ovechkin,Nicklas Backstrom,21,00:33:28,00:13:28,NJD,2019-03-19,5,4,2008.0,WSH,1.0,4.0,Insurance Goal
473,1,WSH,,Lars Eller , Carl Hagelin,,12,00:07:32,00:07:32,WSH,2019-03-20,1,1,452.0,TBL,1.0,0.0,Go-Ahead Goal
474,2,TBL,PP,Nikita Kucherov , Steven Stamkos,Victor Hedman,36,00:21:19,00:01:19,WSH,2019-03-20,2,1,1279.0,TBL,1.0,1.0,Tie
475,2,TBL,PP,Steven Stamkos , J.T. Miller,,37,00:22:12,00:02:12,WSH,2019-03-20,3,2,1332.0,TBL,1.0,2.0,Go-Ahead Goal
476,2,TBL,,Anthony Cirelli , Mathieu Joseph,,16,00:26:45,00:06:45,WSH,2019-03-20,4,3,1605.0,TBL,1.0,3.0,Insurance Goal
477,2,WSH,,Carl Hagelin , Lars Eller,,5,00:30:30,00:10:30,WSH,2019-03-20,5,2,1830.0,TBL,2.0,3.0,Go-Ahead Goal
478,2,WSH,PP,T.J. Oshie , Alex Ovechkin,John Carlson,22,00:33:40,00:13:40,WSH,2019-03-20,6,3,2020.0,TBL,3.0,3.0,Tie
479,2,TBL,PP,Nikita Kucherov , Steven Stamkos,Ondrej Palat,37,00:35:01,00:15:01,WSH,2019-03-20,7,4,2101.0,TBL,3.0,4.0,Go-Ahead Goal
480,3,WSH,,Evgeny Kuznetsov , Nicklas Backstrom,T.J. Oshie,20,00:59:07,00:19:07,WSH,2019-03-20,8,4,3547.0,TBL,4.0,4.0,Tie
481,1,TBL,,Victor Hedman , Yanni Gourde,,11,00:03:01,00:03:01,WSH,2019-03-20,9,5,181.0,TBL,4.0,5.0,Go-Ahead Goal
482,1,MIN,,Jordan Greenway , Ryan Donato,Devan Dubnyk,12,00:16:33,00:16:33,WSH,2019-03-22,1,1,993.0,MIN,0.0,1.0,Go-Ahead Goal
483,2,WSH,,Brett Connolly , Nick Jensen,T.J. Oshie,21,00:30:42,00:10:42,WSH,2019-03-22,2,1,1842.0,MIN,1.0,1.0,Tie
484,3,MIN,,Luke Kunin , Zach Parise,Ryan Donato,6,00:52:25,00:12:25,WSH,2019-03-22,3,2,3145.0,MIN,1.0,2.0,Go-Ahead Goal
485,1,WSH,,Tom Wilson , Nick Jensen,Alex Ovechkin,22,00:03:52,00:03:52,WSH,2019-03-24,1,1,232.0,WSH,1.0,0.0,Go-Ahead Goal
486,2,WSH,,Travis Boyd , Matt Niskanen,Nic Dowd,5,00:30:47,00:10:47,WSH,2019-03-24,2,2,1847.0,WSH,2.0,0.0,Insurance Goal
487,2,PHI,PP,Jakub Voracek ,,,20,00:37:10,00:17:10,WSH,2019-03-24,3,1,2230.0,WSH,2.0,1.0,Go-Ahead Goal
488,3,WSH,,Jakub Vrana , Brett Connolly,,22,00:48:07,00:08:07,WSH,2019-03-24,4,3,2887.0,WSH,3.0,1.0,Insurance Goal
489,1,WSH,,T.J. Oshie , Evgeny Kuznetsov,Carl Hagelin,23,00:16:29,00:16:29,WSH,2019-03-26,1,1,989.0,WSH,1.0,0.0,Go-Ahead Goal
490,2,CAR,,Dougie Hamilton , Justin Williams,Nino Niederreiter,15,00:35:38,00:15:38,WSH,2019-03-26,2,1,2138.0,WSH,1.0,1.0,Tie
491,3,WSH,,Alex Ovechkin , Tom Wilson,Evgeny Kuznetsov,49,00:44:31,00:04:31,WSH,2019-03-26,3,2,2671.0,WSH,2.0,1.0,Go-Ahead Goal
492,3,WSH,,John Carlson , Dmitry Orlov,Evgeny Kuznetsov,13,00:51:16,00:11:16,WSH,2019-03-26,4,3,3076.0,WSH,3.0,1.0,Insurance Goal
493,3,WSH,EN,Nicklas Backstrom , Alex Ovechkin,John Carlson,19,00:57:33,00:17:33,WSH,2019-03-26,5,4,3453.0,WSH,4.0,1.0,Insurance Goal
494,1,CAR,,Nino Niederreiter , Justin Williams,Sebastian Aho,22,00:04:31,00:04:31,CAR,2019-03-28,1,1,271.0,WSH,1.0,0.0,Go-Ahead Goal
495,1,WSH,,Brett Connolly , Brooks Orpik,,22,00:05:13,00:05:13,CAR,2019-03-28,2,1,313.0,WSH,1.0,1.0,Tie
496,2,CAR,,Warren Foegele , Justin Faulk,Brett Pesce,8,00:32:30,00:12:30,CAR,2019-03-28,3,2,1950.0,WSH,2.0,1.0,Go-Ahead Goal
497,3,WSH,,Jakub Vrana , Evgeny Kuznetsov,Christian Djoos,23,00:41:35,00:01:35,CAR,2019-03-28,4,2,2495.0,WSH,2.0,2.0,Tie
498,3,WSH,,Nic Dowd , Nick Jensen,,7,00:55:04,00:15:04,CAR,2019-03-28,5,3,3304.0,WSH,2.0,3.0,Go-Ahead Goal
499,1,WSH,,Nicklas Backstrom , Tom Wilson,Christian Djoos,20,00:07:24,00:07:24,TBL,2019-03-30,1,1,444.0,WSH,0.0,1.0,Go-Ahead Goal
500,1,WSH,,T.J. Oshie , Nick Jensen,Carl Hagelin,24,00:10:45,00:10:45,TBL,2019-03-30,2,2,645.0,WSH,0.0,2.0,Insurance Goal
501,1,WSH,PP,T.J. Oshie , John Carlson,Evgeny Kuznetsov,25,00:16:00,00:16:00,TBL,2019-03-30,3,3,960.0,WSH,0.0,3.0,Insurance Goal
502,2,WSH,,Nicklas Backstrom , Dmitry Orlov,Chandler Stephenson,21,00:27:53,00:07:53,TBL,2019-03-30,4,4,1673.0,WSH,0.0,4.0,Insurance Goal
503,2,TBL,,J.T. Miller , Mikhail Sergachev,Ryan McDonagh,13,00:37:25,00:17:25,TBL,2019-03-30,5,1,2245.0,WSH,1.0,4.0,Lead Shrink
504,3,TBL,,Tyler Johnson ,,,28,00:43:36,00:03:36,TBL,2019-03-30,6,2,2616.0,WSH,2.0,4.0,Lead Shrink
505,3,WSH,,Alex Ovechkin , T.J. Oshie,Nicklas Backstrom,50,00:54:35,00:14:35,TBL,2019-03-30,7,5,3275.0,WSH,2.0,5.0,Insurance Goal
506,3,WSH,PP,Alex Ovechkin , John Carlson,Evgeny Kuznetsov,51,00:56:15,00:16:15,TBL,2019-03-30,8,6,3375.0,WSH,2.0,6.0,Insurance Goal
507,3,TBL,PP,Nikita Kucherov , Mikhail Sergachev,J.T. Miller,39,00:59:32,00:19:32,TBL,2019-03-30,9,3,3572.0,WSH,3.0,6.0,Lead Shrink
508,1,FLA,,Frank Vatrano , Colton Sceviour,Henrik Borgström,24,00:13:48,00:13:48,FLA,2019-04-01,1,1,828.0,FLA,1.0,0.0,Go-Ahead Goal
509,2,FLA,,Jonathan Huberdeau ,,,28,00:23:34,00:03:34,FLA,2019-04-01,2,2,1414.0,FLA,2.0,0.0,Insurance Goal
510,2,FLA,SH,Vincent Trocheck , Aleksander Barkov,Mike Matheson,9,00:32:01,00:12:01,FLA,2019-04-01,3,3,1921.0,FLA,3.0,0.0,Insurance Goal
511,2,FLA,,Troy Brouwer , Aleksander Barkov,Dryden Hunt,12,00:37:57,00:17:57,FLA,2019-04-01,4,4,2277.0,FLA,4.0,0.0,Insurance Goal
512,3,WSH,,Evgeny Kuznetsov , John Carlson,,21,00:50:55,00:10:55,FLA,2019-04-01,5,1,3055.0,FLA,4.0,1.0,Lead Shrink
513,3,WSH,,Nicklas Backstrom , T.J. Oshie,Alex Ovechkin,22,00:56:25,00:16:25,FLA,2019-04-01,6,2,3385.0,FLA,4.0,2.0,Lead Shrink
514,3,WSH,,Jakub Vrana , T.J. Oshie,Matt Niskanen,24,00:57:39,00:17:39,FLA,2019-04-01,7,3,3459.0,FLA,4.0,3.0,Go-Ahead Goal
515,3,FLA,EN,Vincent Trocheck , Evgenii Dadonov,Aleksander Barkov,10,00:59:33,00:19:33,FLA,2019-04-01,8,5,3573.0,FLA,5.0,3.0,Insurance Goal
516,1,WSH,,Lars Eller , Brett Connolly,Carl Hagelin,13,00:18:36,00:18:36,WSH,2019-04-04,1,1,1116.0,WSH,1.0,0.0,Go-Ahead Goal
517,1,MTL,PP,Shea Weber , Joel Armia,Phillip Danault,14,00:19:32,00:19:32,WSH,2019-04-04,2,1,1172.0,WSH,1.0,1.0,Tie
518,2,WSH,,Nic Dowd , Andre Burakovsky,,8,00:22:58,00:02:58,WSH,2019-04-04,3,2,1378.0,WSH,2.0,1.0,Go-Ahead Goal
519,2,NYI,,Valtteri Filppula , Devon Toews,Anthony Beauvillier,16,00:22:55,00:02:55,WSH,2019-04-06,1,1,1375.0,NYI,0.0,1.0,Go-Ahead Goal
520,3,NYI,,Valtteri Filppula , Adam Pelech,Leo Komarov,17,00:50:54,00:10:54,WSH,2019-04-06,2,2,3054.0,NYI,0.0,2.0,Insurance Goal
521,3,NYI,EN,Matt Martin , Casey Cizikas,Cal Clutterbuck,6,00:57:27,00:17:27,WSH,2019-04-06,3,3,3447.0,NYI,0.0,3.0,Insurance Goal
522,2,NYI,,Valtteri Filppula , Brock Nelson,,1,00:29:27,00:09:27,CAR,2018-10-04,1,1,1767.0,NYI,0.0,1.0,Go-Ahead Goal
523,3,CAR,,Jordan Staal , Dougie Hamilton,Sebastian Aho,1,00:58:25,00:18:25,CAR,2018-10-04,2,1,3505.0,NYI,1.0,1.0,Tie
524,1,NYI,PP,Josh Bailey , Mathew Barzal,Ryan Pulock,1,00:00:43,00:00:43,CAR,2018-10-04,3,2,43.0,NYI,1.0,2.0,Go-Ahead Goal
525,1,NSH,,Viktor Arvidsson , Filip Forsberg,P.K. Subban,1,00:03:42,00:03:42,NYI,2018-10-06,1,1,222.0,NSH,0.0,1.0,Go-Ahead Goal
526,1,NYI,,Mathew Barzal , Josh Bailey,,1,00:12:01,00:12:01,NYI,2018-10-06,2,1,721.0,NSH,1.0,1.0,Tie
527,1,NSH,,Mattias Ekholm , P.K. Subban,Ryan Hartman,1,00:16:56,00:16:56,NYI,2018-10-06,3,2,1016.0,NSH,1.0,2.0,Go-Ahead Goal
528,2,NYI,,Valtteri Filppula , Tanner Fritz,Luca Sbisa,2,00:22:46,00:02:46,NYI,2018-10-06,4,2,1366.0,NSH,2.0,2.0,Tie
529,2,NSH,,Craig Smith , Kyle Turris,Ryan Ellis,1,00:33:30,00:13:30,NYI,2018-10-06,5,3,2010.0,NSH,2.0,3.0,Go-Ahead Goal
530,2,NSH,,Viktor Arvidsson , Ryan Johansen,Anthony Bitetto,2,00:36:42,00:16:42,NYI,2018-10-06,6,4,2202.0,NSH,2.0,4.0,Insurance Goal
531,2,NYI,PP,Anders Lee , Josh Bailey,Mathew Barzal,1,00:39:31,00:19:31,NYI,2018-10-06,7,3,2371.0,NSH,3.0,4.0,Go-Ahead Goal
532,2,NYI,PP,Anders Lee , Josh Bailey,Mathew Barzal,2,00:34:34,00:14:34,NYI,2018-10-08,1,1,2074.0,NYI,1.0,0.0,Go-Ahead Goal
533,3,NYI,,Scott Mayfield , Casey Cizikas,,1,00:45:16,00:05:16,NYI,2018-10-08,2,2,2716.0,NYI,2.0,0.0,Insurance Goal
534,3,NYI,,Matt Martin , Valtteri Filppula,Leo Komarov,1,00:53:02,00:13:02,NYI,2018-10-08,3,3,3182.0,NYI,3.0,0.0,Insurance Goal
535,3,NYI,SHEN,Casey Cizikas , Johnny Boychuk,,1,00:59:04,00:19:04,NYI,2018-10-08,4,4,3544.0,NYI,4.0,0.0,Insurance Goal
536,1,NSH,,Calle Jarnkrok , Nick Bonino,Ryan Hartman,1,00:15:25,00:15:25,NSH,2018-10-13,1,1,925.0,NSH,1.0,0.0,Go-Ahead Goal
537,1,NSH,,Filip Forsberg , Ryan Johansen,Viktor Arvidsson,2,00:16:37,00:16:37,NSH,2018-10-13,2,2,997.0,NSH,2.0,0.0,Insurance Goal
538,1,NSH,,Viktor Arvidsson , Ryan Johansen,Dan Hamhuis,3,00:19:50,00:19:50,NSH,2018-10-13,3,3,1190.0,NSH,3.0,0.0,Insurance Goal
539,2,NYI,,Brock Nelson , Anders Lee,Jordan Eberle,1,00:26:14,00:06:14,NSH,2018-10-13,4,1,1574.0,NSH,3.0,1.0,Lead Shrink
540,2,NYI,,Andrew Ladd , Mathew Barzal,,1,00:32:02,00:12:02,NSH,2018-10-13,5,2,1922.0,NSH,3.0,2.0,Go-Ahead Goal
541,3,NSH,PP,Kyle Turris , Roman Josi,,1,00:44:32,00:04:32,NSH,2018-10-13,6,4,2672.0,NSH,4.0,2.0,Insurance Goal
542,3,NSH,EN,Filip Forsberg , Mattias Ekholm,,3,00:59:00,00:19:00,NSH,2018-10-13,7,5,3540.0,NSH,5.0,2.0,Insurance Goal
543,1,ANA,PP,Ryan Kesler , Sam Steel,Rickard Rakell,2,00:19:54,00:19:54,ANA,2018-10-17,1,1,1194.0,ANA,1.0,0.0,Go-Ahead Goal
544,2,ANA,,Ryan Kesler , Andrew Cogliano,Cam Fowler,3,00:28:20,00:08:20,ANA,2018-10-17,2,2,1700.0,ANA,2.0,0.0,Insurance Goal
545,3,ANA,,Adam Henrique , Max Comtois,,3,00:40:42,00:00:42,ANA,2018-10-17,3,3,2442.0,ANA,3.0,0.0,Insurance Goal
546,3,NYI,,Casey Cizikas , Ross Johnston,Scott Mayfield,2,00:59:25,00:19:25,ANA,2018-10-17,4,1,3565.0,ANA,3.0,1.0,Lead Shrink
547,3,ANA,EN,Hampus Lindholm , Ben Street,,2,00:59:30,00:19:30,ANA,2018-10-17,5,4,3570.0,ANA,4.0,1.0,Insurance Goal
548,1,NYI,,Casey Cizikas , Scott Mayfield,,3,00:04:55,00:04:55,LAK,2018-10-18,1,1,295.0,NYI,0.0,1.0,Go-Ahead Goal
549,1,LAK,PP,Tyler Toffoli , Drew Doughty,Ilya Kovalchuk,2,00:14:56,00:14:56,LAK,2018-10-18,2,1,896.0,NYI,1.0,1.0,Tie
550,2,NYI,PP,Josh Bailey , Jordan Eberle,Mathew Barzal,2,00:23:43,00:03:43,LAK,2018-10-18,3,2,1423.0,NYI,1.0,2.0,Go-Ahead Goal
551,2,NYI,,Valtteri Filppula , Leo Komarov,Andrew Ladd,3,00:32:07,00:12:07,LAK,2018-10-18,4,3,1927.0,NYI,1.0,3.0,Insurance Goal
552,3,LAK,PP,Jeff Carter , Alex Iafallo,Drew Doughty,2,00:42:54,00:02:54,LAK,2018-10-18,5,2,2574.0,NYI,2.0,3.0,Go-Ahead Goal
553,3,NYI,SH,Valtteri Filppula , Andrew Ladd,,4,00:43:40,00:03:40,LAK,2018-10-18,6,4,2620.0,NYI,2.0,4.0,Insurance Goal
554,3,NYI,,Matt Martin , Casey Cizikas,Cal Clutterbuck,2,00:44:40,00:04:40,LAK,2018-10-18,7,5,2680.0,NYI,2.0,5.0,Insurance Goal
555,3,NYI,,Leo Komarov , Valtteri Filppula,Scott Mayfield,1,00:49:20,00:09:20,LAK,2018-10-18,8,6,2960.0,NYI,2.0,6.0,Insurance Goal
556,3,NYI,,Andrew Ladd , Scott Mayfield,Mathew Barzal,2,00:51:34,00:11:34,LAK,2018-10-18,9,7,3094.0,NYI,2.0,7.0,Insurance Goal
557,1,SJS,,Timo Meier , Logan Couture,Tomas Hertl,4,00:07:59,00:07:59,SJS,2018-10-20,1,1,479.0,SJS,1.0,0.0,Go-Ahead Goal
558,1,NYI,,Brock Nelson , Josh Bailey,Anders Lee,2,00:19:27,00:19:27,SJS,2018-10-20,2,1,1167.0,SJS,1.0,1.0,Tie
559,2,SJS,,Joonas Donskoi , Antti Suomela,,3,00:24:59,00:04:59,SJS,2018-10-20,3,2,1499.0,SJS,2.0,1.0,Go-Ahead Goal
560,2,SJS,,Brent Burns , Tomas Hertl,Joonas Donskoi,1,00:33:50,00:13:50,SJS,2018-10-20,4,3,2030.0,SJS,3.0,1.0,Insurance Goal
561,3,SJS,,Logan Couture , Tomas Hertl,Joakim Ryan,5,00:44:32,00:04:32,SJS,2018-10-20,5,4,2672.0,SJS,4.0,1.0,Insurance Goal
562,1,NYI,,Brock Nelson , Josh Bailey,,3,00:18:36,00:18:36,NYI,2018-10-24,1,1,1116.0,FLA,1.0,0.0,Go-Ahead Goal
563,2,NYI,PP,Jordan Eberle , Mathew Barzal,Anders Lee,1,00:31:42,00:11:42,NYI,2018-10-24,2,2,1902.0,FLA,2.0,0.0,Insurance Goal
564,3,FLA,PP,Frank Vatrano , Nick Bjugstad,Aaron Ekblad,3,00:42:46,00:02:46,NYI,2018-10-24,3,1,2566.0,FLA,2.0,1.0,Go-Ahead Goal
565,3,FLA,,Evgenii Dadonov , Aleksander Barkov,MacKenzie Weegar,4,00:50:35,00:10:35,NYI,2018-10-24,4,2,3035.0,FLA,2.0,2.0,Tie
566,1,FLA,PP,Mike Hoffman , Keith Yandle,Aleksander Barkov,4,00:00:33,00:00:33,NYI,2018-10-24,5,3,33.0,FLA,2.0,3.0,Go-Ahead Goal
567,1,NYI,,Leo Komarov , Adam Pelech,Andrew Ladd,2,00:11:38,00:11:38,PHI,2018-10-27,1,1,698.0,NYI,0.0,1.0,Go-Ahead Goal
568,1,NYI,,Anthony Beauvillier , Jordan Eberle,Mathew Barzal,1,00:13:20,00:13:20,PHI,2018-10-27,2,2,800.0,NYI,0.0,2.0,Insurance Goal
569,2,NYI,,Brock Nelson , Josh Bailey,Anders Lee,4,00:24:58,00:04:58,PHI,2018-10-27,3,3,1498.0,NYI,0.0,3.0,Insurance Goal
570,2,PHI,,Jori Lehtera ,,,1,00:26:28,00:06:28,PHI,2018-10-27,4,1,1588.0,NYI,1.0,3.0,Lead Shrink
571,3,NYI,,Adam Pelech , Anders Lee,,1,00:48:17,00:08:17,PHI,2018-10-27,5,4,2897.0,NYI,1.0,4.0,Insurance Goal
572,3,NYI,,Brock Nelson , Anders Lee,,5,00:48:58,00:08:58,PHI,2018-10-27,6,5,2938.0,NYI,1.0,5.0,Insurance Goal
573,3,NYI,PP,Anders Lee , Josh Bailey,Mathew Barzal,3,00:51:09,00:11:09,PHI,2018-10-27,7,6,3069.0,NYI,1.0,6.0,Insurance Goal
574,1,NYI,PP,Anders Lee , Josh Bailey,Nick Leddy,4,00:03:39,00:03:39,CAR,2018-10-28,1,1,219.0,NYI,0.0,1.0,Go-Ahead Goal
575,2,CAR,,Teuvo Teravainen , Sebastian Aho,Trevor van Riemsdyk,3,00:21:16,00:01:16,CAR,2018-10-28,2,1,1276.0,NYI,1.0,1.0,Tie
